stem	boards	size	ptsNoneOpened	youCompletion	topQCompletion	frontierCompletion	uncontestedPerGame
PARER	22	2.8182	33200	0.47059	0.54545	0.56897	19.291
OUTED	27	3.6667	33200	0.35417	0.7	0.62667	19.291
CONI	56	4.2679	33200	0.4	0.36364	0.4902	19.291
EARL	85	2.9412	33200	0.60204	0.73913	0.74038	19.291
BATH	23	4.2609	33200	0.58621	0.83333	0.73973	19.291
BORN	25	3.6	33000	0.48276	0.57143	0.52	19.175
LARN	92	2.5652	33000	0.5641	0.4	0.5873	19.175
SINTER	35	2.3429	32800	0.68293	0.8	0.74194	19.059
OOMS	22	4.5	32800	0.39506	0.5	0.48148	19.059
TAUT	26	3.1538	32800	0.51351		0.58824	19.059
CANTS	27	2.4074	32800	0.71429	0.375	0.66071	19.059
DREE	64	2.75	32800	0.66197	0.625	0.68041	19.059
EATERS	35	2.3714	32800	0.65625	0.875	0.77632	19.059
DINER	48	2.6042	32600	0.84091	0.85	0.81416	18.942
CALS	34	2.5	32600	0.42308	0.4	0.45	18.942
MIDS	36	3.0833	32600	0.33333	0.33333	0.44898	18.942
EASER	82	2.7317	32600	0.81395	0.76667	0.87179	18.942
SITHE	33	2.697	32400	0.6383	0.72727	0.65672	18.826
ROTTE	44	3.6136	32400	0.72222	0.85714	0.84173	18.826
RITT	48	3.5833	32400	0.69912	0.64	0.77273	18.826
HIDE	63	3.3175	32400	0.76	0.68421	0.77703	18.826
BARN	41	2.8537	32400	0.56923	0.58333	0.68354	18.826
CRATE	47	2.8511	32400	0.80282	1	0.856	18.826
REARS	33	2.1212	32400	0.52273	0.5	0.57143	18.826
COTS	31	2.5484	32200	0.43902	0.47059	0.48276	18.71
BRIE	34	3.7941	32200	0.51724	0.81818	0.59649	18.71
MEER	53	2.7925	32200	0.64865	0.5	0.6	18.71
RUES	74	2.4595	32200	0.42857	0.63636	0.47143	18.71
SPIER	30	2.4333	32000	0.5	0.55556	0.56863	18.594
HINGE	28	3.2857	32000	0.77027	0.8125	0.77273	18.594
TOPS	36	2.6667	32000	0.45714	0.5	0.5	18.594
ARTIS	60	2.9833	32000	0.28571	0.5	0.4878	18.594
OILER	40	3.5	32000	0.70968	0.71429	0.73333	18.594
LIDS	28	2.2857	32000	0.42857	0.5	0.47368	18.594
WAITE	27	3.5556	32000	0.76119	0.6	0.77528	18.594
LIAR	121	2.6446	31800	0.56098	0.625	0.56	18.478
GERE	60	2.4333	31800	0.63636	0.875	0.68056	18.478
FIER	66	3.0909	31800	0.52632	0.28571	0.56897	18.478
CUTES	23	2.8696	31600	0.375	0.57143	0.5	18.361
DANS	56	2.6786	31600	0.44444	0.5	0.43902	18.361
OLDS	38	3.3684	31600	0.45455	0.6	0.38182	18.361
AYIN	20	3.55	31600	0.29412	0.25	0.41026	18.361
MINI	43	4.6977	31600	0.33333		0.3125	18.361
ORDER	39	3.0256	31400	0.54762	0.88889	0.6	18.245
WANT	47	3.0213	31400	0.78571	0.72727	0.79048	18.245
FEAT	37	2.6216	31400	0.66038	0.65	0.70667	18.245
MOON	22	3.3636	31400	0.6	0.25	0.63462	18.245
SPAT	46	2.8913	31400	0.72464	0.625	0.72727	18.245
LENS	82	2.5122	31400	0.67273	0.8125	0.71765	18.245
LINED	39	2.2051	31400	0.62857	0.7619	0.6875	18.245
GOES	50	2.74	31400	0.5	0.36364	0.42857	18.245
UNTIE	35	3.2286	31200	0.47368	0.5	0.52174	18.129
HEAST	29	2.6552	31200	0.59524	0.5	0.74074	18.129
POSER	22	2.5909	31200	0.60465	0.75	0.65957	18.129
CRAP	27	4.037	31200	0.71212	0.53846	0.74227	18.129
GANT	53	2.3396	31200	0.76471	0.69231	0.77381	18.129
PRATE	38	3.1579	31200	0.76712	0.375	0.77895	18.129
CENS	35	3.3714	31200	0.33333	0.5	0.5	18.129
HORA	90	2.9778	31200	0.31579		0.46341	18.129
COIN	41	3.1951	31000	0.80952	0.5	0.73239	18.013
RUSH	30	3.2	31000	0.46512	0.64286	0.57407	18.013
RAID	75	2.8267	31000	0.80282	0.56522	0.85714	18.013
GENTS	21	3	31000	0.60526	1	0.60465	18.013
DERN	108	2.463	31000	0.71429	0.88889	0.70833	18.013
SMIT	62	3.5323	31000	0.74775	0.71429	0.80741	18.013
CHAL	28	3.3571	31000	0.46154	0.42857	0.39394	18.013
BITS	32	2.6562	31000	0.35714	0.33333	0.36842	18.013
TEIL	125	2.632	31000	0.73026	0.78571	0.74713	18.013
MOIL	22	4.2727	31000	0.51724	0.42857	0.55738	18.013
DARN	63	2.746	30800	0.66	0.85714	0.71014	17.897
HALER	36	2.5	30800	0.73016	0.5	0.74684	17.897
TORES	61	2.0984	30800	0.7619	0.85185	0.82609	17.897
HEARE	46	2.913	30800	0.76471	0.71429	0.83193	17.897
COAL	38	3.1579	30800	0.56	0.63636	0.64516	17.897
WALE	43	3.9767	30800	0.70968	0.54167	0.73723	17.897
MATIN	30	3.2667	30800	0.67742	0.66667	0.63415	17.897
RONTE	62	2.2258	30800	0.83544	1	0.83019	17.897
PEAN	60	2.7167	30800	0.71591	0.8	0.76667	17.897
DOSS	24	3.1667	30600	0.52632	0.5	0.51163	17.78
SOIL	48	2.375	30600	0.66667	0.64706	0.66216	17.78
MALS	25	2.6	30600	0.41176	0.5	0.4	17.78
NODES	29	2.1724	30600	0.44828	0.5	0.51282	17.78
MASE	103	2.6214	30600	0.62121	0.81132	0.81959	17.78
STIM	66	3.3939	30400	0.56	0.58333	0.65789	17.664
TONERS	27	2.2593	30400	0.66667	0.52941	0.7377	17.664
NICE	54	2.4074	30400	0.61905	0.8	0.63793	17.664
ICERS	26	2.7308	30400	0.45714	0.71429	0.64151	17.664
PACE	31	4.4516	30400	0.67857	0.77778	0.79104	17.664
RATION	26	2.9615	30400	0.7	0.5	0.63158	17.664
LUDE	26	3.6154	30200	0.48387	1	0.47727	17.548
GARE	84	2.1429	30200	0.83636	0.85185	0.85235	17.548
TELES	30	2.3	30200	0.5	0.45455	0.61224	17.548
RUIN	46	3.413	30200	0.61364	0.9	0.67143	17.548
CATS	38	2.2105	30200	0.60526	0.44444	0.58491	17.548
SARI	117	2.8376	30200	0.67347	0.69565	0.75455	17.548
TALI	54	2.7037	30000	0.44444	0.66667	0.54762	17.432
BREE	25	3.96	30000	0.61538	0.53333	0.6	17.432
SERRA	56	3.5	30000	0.46875	0.7	0.55814	17.432
ENTERS	28	2.4286	30000	0.69767	0.81818	0.75	17.432
OMERS	25	2.6	30000	0.37931	0.4	0.41026	17.432
GORE	68	2.5735	30000	0.79787	0.85714	0.81148	17.432
TRIG	47	4.1702	30000	0.34375	0.33333	0.46512	17.432
VOTE	26	4.1923	30000	0.76812	0.8	0.72414	17.432
MUSE	32	4.1875	30000	0.79167	0.72	0.73034	17.432
SNIDE	44	2.5909	29800	0.71605	1	0.77108	17.316
ROTIS	30	2.4333	29800	0.5	0.4	0.44444	17.316
RAITS	44	2.25	29800	0.64151	0.625	0.68493	17.316
WILE	22	3.6818	29600	0.60606		0.63768	17.199
HADE	64	3.1562	29600	0.6729	0.68182	0.73154	17.199
CRED	68	3.5588	29600	0.44	0.6	0.40741	17.199
SCORE	29	2.9655	29600	0.70175	1	0.77419	17.199
MISER	36	2.5	29400	0.61905	0.5	0.64912	17.083
NOLES	36	2.2222	29400	0.45455	0.66667	0.52381	17.083
MATER	50	2.22	29400	0.80769	1	0.87129	17.083
FADE	34	3.3824	29400	0.69492	0.6	0.71951	17.083
SEME	45	2.7778	29400	0.625	0.66667	0.65714	17.083
DOME	35	2.4857	29200	0.76271	0.66667	0.73239	16.967
BOLE	24	3	29200	0.56098	0.55556	0.57692	16.967
TOLES	27	2.1111	29200	0.61702	0.66667	0.70909	16.967
TRINES	25	2.36	29200	0.61765	0.58333	0.67391	16.967
TRODE	47	2.5532	29000	0.83099	0.54545	0.79545	16.851
EALES	37	2.4595	29000	0.45946	0.46667	0.50794	16.851
EDIT	117	3.1111	29000	0.33333	0.61538	0.55556	16.851
ANAL	45	3.3556	29000	0.41176		0.36667	16.851
VENT	29	3.6897	29000	0.60976	0.66667	0.62745	16.851
DINS	25	2.12	28600	0.47619	0.5	0.47059	16.618
THEM	35	3.0286	28600	0.46667	1	0.53846	16.618
BORS	21	2.9524	28600	0.31579	0.33333	0.31034	16.618
TARRE	49	2.5306	28600	0.60465	0.90476	0.75581	16.618
LEIS	68	2.3235	28600	0.41667	0.5	0.4	16.618
TOES	26	2.1923	28600	0.46667	0.33333	0.44444	16.618
CURS	23	3.913	28600	0.5625	0.625	0.62821	16.618
SWEE	20	4.65	28600	0.58537	0.64286	0.60294	16.618
SANS	31	2.4516	28600	0.36364	0.375	0.37838	16.618
TANA	68	2.3529	28400	0.75	0.66667	0.66667	16.502
ASTERN	37	2.2703	28400	0.33333	0.47368	0.5	16.502
LEATS	41	2.2195	28400	0.66	0.73333	0.69737	16.502
TONNE	23	3.3043	28400	0.71154	0.85714	0.72308	16.502
HOTS	46	2.2609	28400	0.57447	0.63636	0.61972	16.502
FORT	34	3.9118	28400	0.67045	0.86667	0.76577	16.502
CRINE	28	2.9286	28200	0.65714	0.66667	0.65306	16.386
MOIST	20	3.45	28200	0.6875	1	0.7234	16.386
RIFE	37	2.4865	28200	0.56098	0.58333	0.59259	16.386
MIME	20	3.75	28200	0.59574	0.4	0.59322	16.386
LINERS	26	2.1538	28200	0.65217	0.77778	0.71111	16.386
AMINS	23	2.913	28200	0.3	0.625	0.42857	16.386
ROUTS	22	2.6364	28200	0.56522	0.42857	0.60784	16.386
TASH	65	2.5385	28200	0.72826	0.55	0.75221	16.386
ASPER	32	2.9375	28200	0.45		0.5122	16.386
FACE	20	4.8	28200	0.61702	0.8	0.7027	16.386
TARA	94	2.4362	28200	0.67925	0.76923	0.72222	16.386
PITA	35	2.8857	28000	0.26667		0.41379	16.27
PRISE	30	3.3	28000	0.7		0.67347	16.27
ABID	26	3.7692	28000	0.64286	0.5	0.62903	16.27
FERES	24	2.0833	28000	0.52632	0.5	0.52381	16.27
METH	43	3.186	28000	0.58824	0.5	0.57627	16.27
SOLI	62	3.1935	28000	0.7619	0.44444	0.6383	16.27
SHRI	44	3.2273	28000	0.73333	0.5	0.68966	16.27
CITER	44	2.4091	28000	0.76471	0.81818	0.84091	16.27
ROOP	28	3.3929	27800	0.64286	0.5	0.65217	16.153
MOTI	45	3.2889	27800	0.54839	0.75	0.56	16.153
PREST	38	2.9211	27800	0.57692	0.66667	0.54545	16.153
LEER	68	2.6324	27800	0.79464	0.66667	0.79021	16.153
REDD	42	3.0238	27800	0.5	0.75	0.46875	16.153
SKER	25	3.76	27800	0.46939	0.5	0.5082	16.153
ALLOT	21	3.9524	27800	0.22222		0.51515	16.153
DALS	49	2.3469	27800	0.38462	0.41667	0.4186	16.153
STANE	67	2.3284	27600	0.82609	0.89474	0.84	16.037
CRIS	57	2.9474	27600	0.62069	1	0.60377	16.037
PEARS	25	2.28	27600	0.62791	0.45455	0.61818	16.037
LEASE	43	3	27400	0.81373	0.66667	0.85088	15.921
RAGI	48	2.7292	27400	0.48	0.54545	0.54054	15.921
CLINE	22	2.8636	27400	0.45		0.57692	15.921
RETINA	51	2.4902	27400	0.57692	0.8	0.75926	15.921
TAWS	33	2.6061	27400	0.5	0.5	0.52941	15.921
STAP	42	2.9286	27400	0.59524	0.5	0.64062	15.921
CHINE	21	3.1905	27400	0.33333	0.4	0.57576	15.921
MOOL	20	4.15	27400	0.57576	0.47059	0.59091	15.921
AIRER	47	2.4255	27400	0.61538	0.66667	0.73494	15.921
LADES	31	2.3548	27400	0.62222	0.47059	0.64407	15.921
STOW	34	3.0294	27400	0.68116	0.75	0.71053	15.921
TEES	30	2.1667	27400	0.5	0.33333	0.48	15.921
RASER	53	2.4906	27200	0.65	0.76471	0.67089	15.805
OARED	56	2.4821	27200	0.55	0.625	0.65278	15.805
TAMES	26	2.0769	27200	0.5	0.5	0.5	15.805
SLIP	25	3.32	27200	0.60714	0.66667	0.62295	15.805
MOLES	23	2.5652	27200	0.55102	0.5	0.65455	15.805
WELT	32	3.4062	27200	0.65714		0.64516	15.805
RIPES	27	2.8889	27200	0.58333	0.75	0.67692	15.805
ARIA	114	3.193	27000	0.5625	0.5	0.56757	15.689
MEIN	101	2.8614	27000	0.55556	0.77778	0.59701	15.689
LUTES	27	2.3704	27000	0.53571	0.66667	0.57143	15.689
STAY	22	3.4545	27000	0.61702	0.5	0.66071	15.689
SEIL	79	2.1519	27000	0.75	0.72727	0.77174	15.689
TENNE	27	3.5556	27000	0.65854	0.7	0.77143	15.689
SEED	54	2.4074	26800	0.675	0.7	0.66071	15.572
LEARE	58	2.431	26800	0.81197	0.88	0.88722	15.572
HALES	36	2.2222	26800	0.68421	0.61538	0.66667	15.572
UNITE	57	4.0526	26800	0.36364	0.77778	0.52778	15.572
GENS	23	2.3913	26800	0.36842	0.5	0.375	15.572
NISH	81	3.5802	26600		0.5	0.40909	15.456
OOSES	21	3	26600	0.30303	0.33333	0.45455	15.456
STUN	50	2.94	26600	0.68	0.4	0.61972	15.456
BOON	21	3.4762	26600	0.55556	0.625	0.57447	15.456
RIFT	27	3.9259	26400	0.58182	0.85714	0.63934	15.34
COSTA	29	3.3793	26400	0.625	0.44444	0.6087	15.34
OUTRE	25	2.84	26400	0.42857	1	0.5	15.34
RUDES	23	2.7391	26400	0.48649	0.875	0.69091	15.34
LAMES	31	2.3226	26400	0.56098	0.625	0.68254	15.34
LOON	36	2.8611	26400	0.51282	0.6875	0.64912	15.34
ESES	95	3.2211	26400	0.33333	0.5	0.35417	15.34
DRAW	26	3.4231	26200	0.63415	0.75	0.64706	15.224
ATONE	74	2.7973	26000	0.84158	0.85714	0.87671	15.107
STAB	31	3.871	26000	0.74359	0.57143	0.71186	15.107
REFI	39	3.7692	26000	0.58333	0.28571	0.53846	15.107
MOLT	30	3.6333	26000	0.58462	0.45455	0.5942	15.107
ROATE	66	2.4545	26000	0.84337	1	0.85455	15.107
SOLATE	26	3.2308	26000		1	0.53846	15.107
OPEN	38	3.1053	26000	0.5		0.64103	15.107
INTO	56	3.4286	26000	0.4	0.27273	0.33333	15.107
META	56	3	26000	0.64	0.83333	0.63636	15.107
CLAM	23	3.4783	26000	0.65	0.71429	0.67347	15.107
FARS	50	2.7	25800	0.58696	0.52632	0.69333	14.991
WASTE	27	3.3704	25800	0.76056	0.69231	0.81818	14.991
DOOL	37	3.7297	25800	0.71429	0.55556	0.75904	14.991
AREA	152	3.1842	25600	0.57143	0.45833	0.55172	14.875
REMAN	43	3.0698	25600	0.45455	0.4	0.6	14.875
TOIT	64	3.0625	25600	0.51613	1	0.62745	14.875
TOSS	45	2.7333	25400	0.7027	0.8	0.66102	14.759
ALDER	42	2.6429	25400	0.35	0.6	0.4375	14.759
TOLED	30	2.3	25400	0.68421	0.7	0.6	14.759
HETE	75	2.8	25400	0.63636	0.63636	0.63235	14.759
TALER	77	2.4286	25400	0.80153	0.76923	0.84971	14.759
PURE	32	3.375	25400	0.66667	0.45455	0.71014	14.759
MAIR	65	2.7846	25400	0.84783	0.58333	0.78788	14.759
REIST	55	2.2727	25200	0.80556	1	0.80247	14.643
SILT	58	2.3621	25200	0.65455	0.75	0.73077	14.643
HOND	31	2.8065	25200	0.66667	0.71429	0.63636	14.643
SECT	62	2.7742	25200	0.64286	0.61538	0.6383	14.643
BARS	35	2.4	25200	0.44444	0.5	0.46875	14.643
SOAR	113	3.1062	25200	0.88387	0.91489	0.88785	14.643
ALIEN	31	3.0645	25200	0.42857	0.57143	0.56667	14.643
HEATS	32	2.4062	25200	0.65	0.71429	0.66667	14.643
DEME	30	3.3333	25200	0.6087	0.53846	0.60465	14.643
THRO	67	3.806	25000	0.5	0.63158	0.60465	14.526
SMEAR	31	2.5806	25000	0.62791	0.55556	0.70588	14.526
NIDES	23	2.4348	25000	0.55263	0.5	0.61364	14.526
REMS	77	2.2857	25000	0.5	0.5	0.49231	14.526
TIMED	27	2.0741	25000	0.55	0.5	0.62791	14.526
TIGE	46	2.9565	25000	0.76136	1	0.80583	14.526
DIED	29	2.8966	25000	0.33333	0.4	0.40741	14.526
ALAN	55	4.2727	25000		0.8	0.33333	14.526
MANA	28	4.2857	24800	0.55172	1	0.55814	14.41
REPOS	26	3.2308	24800	0.64706	0.78947	0.73333	14.41
RAFT	31	4.0323	24800	0.80882	0.55882	0.80682	14.41
ECHE	31	3.6774	24800	0.6	1	0.63462	14.41
LOGE	27	2.5185	24600	0.6	0.8	0.625	14.294
HOER	93	2.5376	24600	0.81538	0.8	0.7871	14.294
STEAN	72	2.4167	24600	0.86735	0.68421	0.87903	14.294
RAINED	28	2.6786	24600	0.65957	0.6	0.7377	14.294
BANT	29	3.3793	24600	0.70787	0.63158	0.79167	14.294
MATTE	20	4.15	24600	0.75	1	0.8	14.294
EASTS	42	2.8333	24600	0.70707	0.8	0.75701	14.294
GART	34	2.7353	24600	0.6875	1	0.63462	14.294
YEAR	59	2.7797	24400	0.5814	0.9	0.67213	14.178
LEAP	49	2.7959	24400	0.71429	0.77273	0.74699	14.178
OTTO	21	3.7619	24400	0.4	0.5	0.41026	14.178
HOLD	28	3.6071	24400	0.60714	0.5	0.5814	14.178
PRIM	20	5.3	24400	0.45833	0.2	0.52381	14.178
WANS	23	2.913	24200	0.42105	0.5	0.44118	14.062
BASS	23	3.8696	24200	0.59574	0.72222	0.58621	14.062
HARES	56	2.3036	24000	0.66667	0.75	0.73636	13.945
WAIN	26	3.3846	24000	0.68889	0.28571	0.66102	13.945
DENI	149	3.1007	24000	0.5	0.70588	0.62264	13.945
RACED	22	2.6364	24000	0.57895	0.85714	0.68627	13.945
SHORT	22	3.7727	24000	0.70732	0.88889	0.75926	13.945
PEAL	47	2.617	23800	0.68116	0.75	0.74468	13.829
HEND	43	2.6977	23800	0.7381	0.7	0.76042	13.829
REINS	37	2.2703	23800	0.47368	0.5	0.5	13.829
ROSTI	37	2.4865	23800	0.64516	0.7	0.67442	13.829
PATS	28	2.1429	23600	0.5625	0.41667	0.58	13.713
CHAM	22	3.0455	23600	0.63636	0.7	0.6875	13.713
RESTER	21	2.2857	23600	0.64516	0.55556	0.67568	13.713
TURN	41	3.1951	23600	0.71154	0.76923	0.75	13.713
RANTER	23	2.5217	23600	0.71053	0.75	0.74	13.713
NEED	59	2.4576	23400	0.7033	0.7	0.74561	13.597
BLET	35	4.2286	23400	0.44444	0.5	0.48837	13.597
SEAN	99	2.1717	23400	0.84746	0.94737	0.87162	13.597
LUNE	30	2.8	23400	0.59375	0.45455	0.61404	13.597
PETS	51	2.4706	23400	0.41463	0.5	0.5102	13.597
CONTE	30	2.6667	23200	0.78571		0.7931	13.481
TIRR	50	3.7	23200	0.58333	0.41667	0.62745	13.481
REEDS	20	2.45	23200	0.65714	0.78571	0.67442	13.481
RATERS	33	2.0606	23200	0.72	0.66667	0.76471	13.481
PIET	43	2.8605	23200	0.53571	0.77778	0.60784	13.481
SLIT	58	2.3103	23200	0.77143	0.54545	0.77143	13.481
LASER	47	2.1702	23000	0.7963	1	0.82278	13.364
MEAD	37	2.3784	23000	0.80952	0.7	0.68	13.364
PASH	23	2.5652	23000	0.54286	0.44444	0.60417	13.364
LUNA	32	3.6562	22800	0.45455	0.76923	0.60465	13.248
TENDER	22	2.4091	22800	0.67647	0.83333	0.7619	13.248
TRAINS	21	2.5238	22800	0.66667	0.71429	0.74419	13.248
KINE	28	2.4286	22800	0.73529	0.81818	0.76	13.248
HARED	35	2.2286	22800	0.65789	0.5	0.63636	13.248
AMPS	30	3.7	22800	0.64179	0.5	0.62667	13.248
LUTER	32	2.8125	22800	0.72973	0.61905	0.7451	13.248
FLOR	22	4.7273	22800	0.40909	0.5	0.44444	13.248
MOOR	27	3.037	22800	0.66667	0.57143	0.57778	13.248
SENE	48	2.2917	22800	0.69048	1	0.7377	13.248
SORB	36	3.6667	22800	0.29412		0.46154	13.248
STOLE	48	2.3125	22800	0.74	0.9	0.81081	13.248
NATS	63	2.1111	22800	0.42105	0.625	0.48889	13.248
SCREE	22	3.9091	22800	0.59091	0.8	0.61111	13.248
CHARE	40	3.075	22600	0.83908	0.77778	0.84404	13.132
GITE	59	2.2373	22600	0.73684	0.7619	0.80556	13.132
LITHE	21	3.0476	22600	0.7027	0.84615	0.6875	13.132
WITH	21	3.8571	22600	0.53846		0.67391	13.132
DICT	34	3.6176	22600	0.4	0.11111	0.28571	13.132
PATH	34	2.6471	22400	0.68182	0.75	0.68182	13.016
FATS	36	2.5278	22400	0.46875	0.42857	0.46341	13.016
BANE	40	2.375	22400	0.73913	0.83333	0.73913	13.016
COLT	28	2.9286	22400	0.77193	0.90909	0.74242	13.016
OMEN	62	3.2419	22400	0.58333	0.4	0.46667	13.016
STEEL	28	2.4286	22400	0.72222	0.72727	0.77049	13.016
SHEAR	32	2.5938	22200	0.77778	1	0.81967	12.899
HAMS	35	2.3143	22200	0.54762	0.46667	0.57407	12.899
MITRE	37	2.4054	22200	0.78788	0.875	0.77586	12.899
STRAY	27	3	22200	0.64	0.66667	0.58333	12.899
SNIP	43	3.6977	22200	0.70103	0.8	0.82857	12.899
MACE	40	3.075	22200	0.83871	0.78571	0.875	12.899
DITT	37	3.0811	22000	0.65909	0.66667	0.70492	12.783
OUPS	22	3.5455	22000	0.35	0.33333	0.44	12.783
TRIPE	22	3.2273	22000	0.78125	0.66667	0.70588	12.783
RANDS	22	2.3636	22000	0.63333	0.5	0.63158	12.783
CASTE	41	2.8049	22000	0.80263	0.7619	0.86598	12.783
LAIRS	20	2.25	22000	0.42857	0.5	0.5	12.783
KITE	26	3.8077	22000	0.72152	0.85714	0.76404	12.783
RUNE	66	2.4394	22000	0.7931	0.8	0.81818	12.783
ROAR	52	2.5769	22000	0.73529	0.8	0.73134	12.783
MESE	50	2.74	22000	0.375	1	0.4	12.783
EARST	32	2.125	22000	0.53846	0.5	0.53846	12.783
FROS	29	3.2759	22000	0.65217	0.42857	0.57143	12.783
SITED	32	2.375	21800	0.56667	0.44444	0.57143	12.667
SALLE	27	2.8889	21800	0.68889	0.7	0.72881	12.667
LEETS	29	2.1379	21800	0.59459	0.7	0.62963	12.667
TORR	42	2.5714	21800	0.42857	1	0.53125	12.667
RACER	34	2.8529	21800	0.79747	1	0.81609	12.667
LOUD	27	3.1481	21800	0.39286	0.53333	0.5814	12.667
REACH	29	2.8276	21800	0.65	0.66667	0.69048	12.667
BOAR	23	3.087	21800	0.58974	1	0.625	12.667
REPIN	22	3	21600	0.77778	0.65217	0.68571	12.551
IDLE	70	4.0571	21600	0.8	0.4	0.5	12.551
ESSE	58	4.0172	21600	0.28571	0.22222	0.24	12.551
RONDE	45	2.8	21600	0.65	1	0.78182	12.551
NIED	66	2.4697	21600		0.3	0.375	12.551
TARED	56	2.0357	21600	0.625	0.54167	0.71277	12.551
RESET	52	2.1154	21600	0.775	0.7	0.75	12.551
LOINS	42	2.5238	21400	0.42308		0.51613	12.435
SAFE	37	3.3243	21400	0.7551	0.75	0.73846	12.435
TERRA	56	2.7321	21400	0.58824	0.57143	0.56667	12.435
LUES	40	2.775	21200	0.5	0.375	0.40476	12.318
BIER	44	2.5227	21200	0.4		0.48276	12.318
PERN	42	2.5714	21200	0.41176	0.88889	0.61111	12.318
PEED	20	3.05	21200	0.44118	0.5	0.53333	12.318
MINER	29	2.4138	21200	0.75	0.90909	0.81356	12.318
ELAND	28	2.75	21200	0.41667	1	0.44	12.318
DATER	65	2.1077	21200	0.88235	0.95455	0.90083	12.318
TORO	50	3.04	21200	0.58621	0.5	0.57143	12.318
DAINE	44	2.8636	21200	0.54545	0.66667	0.61765	12.318
RORES	22	2.3182	21200	0.5	0.33333	0.5	12.318
RAWS	31	2.5161	21200	0.53846	0.72727	0.63934	12.318
OWES	24	2.8333	21200	0.43333	0.46154	0.5	12.318
SAINT	39	2.359	21200	0.76087	0.5	0.77778	12.318
MUTE	23	3.087	21200	0.68571	0.88889	0.77966	12.318
MUST	21	2.9048	21200	0.52941	0.52941	0.55	12.318
CARED	27	2.1852	21200	0.62857	0.55556	0.66	12.318
SCART	29	2.4483	21200	0.75556		0.75	12.318
HIRED	27	2.2222	21200	0.64286	0.8	0.65116	12.318
REPS	43	2.2558	21000	0.53846		0.5	12.202
TILER	45	2.1778	21000	0.84722	0.70833	0.84091	12.202
SOUL	20	2.65	21000	0.66667	0.25	0.62857	12.202
DELI	75	2.9333	21000	0.83333	0.63636	0.68	12.202
RISER	28	2.5	21000	0.70588	1	0.68571	12.202
GREAT	34	2.3824	21000	0.67742	0.88889	0.75	12.202
LOPER	24	2.5	21000	0.73529	0.57143	0.73913	12.202
REAK	32	2.9375	20800	0.64516	0.57143	0.71429	12.086
CRONE	25	2.64	20800	0.63636	0.5	0.66667	12.086
SHOD	42	2.5714	20800	0.4	0.33333	0.3913	12.086
SENA	124	2.4194	20800	0.62069	0.5	0.71186	12.086
IMPS	20	3.6	20800	0.36842	0.4	0.41176	12.086
NOMA	43	2.907	20800	0.57143	0.55556	0.68293	12.086
DAMN	24	3.4167	20800	0.5	0.63636	0.61765	12.086
EDGE	28	4.5714	20800	0.58537	0.5625	0.64815	12.086
WELS	21	3.2381	20800	0.33333	0.5	0.42424	12.086
GETS	21	2.2857	20800	0.45455	0.375	0.43478	12.086
EMITS	31	2.5806	20800	0.34783	0.5	0.5	12.086
MENE	40	2.95	20800	0.58824	0.62963	0.68056	12.086
BRAT	42	2.1429	20600	0.76471	0.66667	0.7931	11.97
FERN	29	2.3448	20600	0.64	1	0.69231	11.97
TANGI	22	3.2727	20600	0.77778	0.75	0.77083	11.97
REAMS	29	2.3793	20600	0.71053	0.8	0.71739	11.97
DIME	50	2.7	20600	0.81	0.875	0.87963	11.97
NARC	62	3.1774	20600	0.35	0.5	0.41667	11.97
SINED	30	2.1333	20600	0.54545	0.83333	0.625	11.97
PREM	24	3.2917	20400	0.5	0.18182	0.3	11.854
AMIES	40	2.525	20400	0.5	0.4	0.5	11.854
MEET	50	2.42	20400	0.76923	0.7	0.81944	11.854
REWS	46	2.5	20400	0.58182	0.58824	0.63636	11.854
HAIL	36	2.6389	20400	0.78689	0.72727	0.78049	11.854
ALTO	86	3.1163	20400	0.22222	1	0.52941	11.854
CIDER	25	2.56	20400	0.67742	0.6	0.7	11.854
SLIM	31	2.8065	20200	0.78431	0.84615	0.8	11.737
HOON	32	2.7812	20200	0.64286	0.5	0.62745	11.737
TOPI	33	3.3333	20200	0.33333	0.25	0.46875	11.737
CHID	26	3.1538	20200	0.76923	1	0.65714	11.737
OPTER	21	2.9048	20200	0.55	1	0.57143	11.737
TIAR	146	2.7466	20000	0.84483	0.75	0.79747	11.621
PURS	22	3.0455	20000	0.72222	1	0.66667	11.621
RIEL	118	2.8136	20000	0.44444	0.57143	0.51064	11.621
PARTS	20	2.2	20000	0.70968	0.6	0.7	11.621
HOED	45	2.4	20000	0.48485	0.77778	0.55814	11.621
STENS	27	2.4074	20000	0.44444	0.5	0.48276	11.621
STONER	22	2.1818	20000	0.77778	0.83333	0.75	11.621
PLOT	27	3	20000	0.63636	1	0.64706	11.621
CLOT	34	4.2941	20000	0.64706	0.91667	0.75385	11.621
WEAL	24	3	19800	0.69643	0.72727	0.71667	11.505
USING	24	3.6667	19800	0.45	0.4	0.44	11.505
TORTS	21	2.2857	19800	0.45455	0.5	0.45	11.505
RINSE	77	2.3506	19800	0.84694	1	0.88136	11.505
COOS	25	3.04	19800	0.41667	0.55556	0.46667	11.505
REAME	23	3.3913	19800	0.74138	0.8125	0.8	11.505
GARS	42	2.4048	19800	0.42857		0.46875	11.505
TROUT	24	2.7917	19800	0.63333	0.5	0.62857	11.505
VIRE	26	3.1538	19800	0.46154	0.5	0.5	11.505
