key	len	boards	present	found	foundByOpp	cellmateMissedPts	missedPts	completion
DEEHILRS	8	1	2	0	0	0	4400	0
DEEGSS	6	1	2	2	1	0	0	1
AIMSW	5	2	4	0	0	0	3200	0
AIMTY	5	3	6	0	0	0	4800	0
DEEILNS	7	9	19	0	0	0	34200	0
AIMPRST	7	4	9	0	0	0	16200	0
DEEILORT	8	1	2	0	0	0	4400	0
DEEIMNR	7	2	4	0	0	0	7200	0
DEEIMRS	7	1	2	0	0	0	3600	0
DEEIMPS	7	1	2	0	0	0	3600	0
DEEIMPR	7	2	4	0	0	0	7200	0
DEEIMNST	8	3	7	0	0	0	15400	0
DEEIMNS	7	1	2	0	0	0	3600	0
DEEIMNRR	8	2	4	0	1	0	8800	0
AIMNTT	6	4	8	0	2	0	11200	0
DEEILPR	7	1	2	0	1	0	3600	0
DEEILV	6	2	4	0	0	0	5600	0
DEEILSS	7	1	2	0	0	0	3600	0
AIMOPT	6	3	6	0	0	0	8400	0
AIMOR	5	30	60	0	1	0	48000	0
DEEILR	6	53	125	0	24	0	175000	0
DEEILPS	7	3	6	0	0	0	10800	0
DDEENU	6	3	8	0	0	0	11200	0
AJSY	4	1	2	0	0	0	800	0
DDEENRU	7	1	2	0	0	0	3600	0
CILMOORS	8	1	2	0	0	0	4400	0
ALORST	6	11	22	0	0	0	30800	0
CINOOZ	6	1	2	0	0	0	2800	0
ALORSTU	7	3	6	0	0	0	10800	0
ALORTU	6	6	12	0	0	0	16800	0
CIMPRS	6	2	4	0	3	0	5600	0
CIMOTY	6	1	2	0	0	0	2800	0
CIMOS	5	16	32	0	2	0	25600	0
CIMNSU	6	3	6	0	1	0	8400	0
CIMNOU	6	1	2	0	0	0	2800	0
CIMNO	5	16	32	0	0	0	25600	0
ALORV	5	7	16	0	0	0	12800	0
CILOOST	7	1	2	0	0	0	3600	0
CILNPSU	7	1	2	0	0	0	3600	0
CILNOU	6	1	2	0	0	0	2800	0
CILNOS	6	5	10	0	0	0	14000	0
CINORST	7	9	21	0	0	0	37800	0
CINORT	6	11	22	0	1	0	30800	0
ALOPS	5	14	28	0	1	0	22400	0
CIORS	5	21	42	0	0	0	33600	0
ALNOOSS	7	1	2	0	0	0	3600	0
ALNOSS	6	22	48	0	6	0	67200	0
CIRSTU	6	11	25	0	4	0	35000	0
ALNOSST	7	2	4	0	0	0	7200	0
ALNSTU	6	1	2	0	0	0	2800	0
ALOPRS	6	6	12	0	0	0	16800	0
CIOPT	5	21	46	0	3	0	36800	0
CINOSS	6	11	22	0	0	0	30800	0
CIOPST	6	6	14	0	2	0	19600	0
ALOPRST	7	4	8	0	1	0	14400	0
CINSTU	6	5	10	0	1	0	14000	0
CINRU	5	11	22	0	1	0	17600	0
ALOPRT	6	8	16	0	2	0	22400	0
CINOST	6	6	12	0	0	0	16800	0
CILMOORSU	9	1	2	0	0	0	5200	0
ALOTV	5	4	8	0	0	0	6400	0
ALMY	4	24	67	0	0	0	26800	0
CIKPS	5	4	8	2	5	0	4800	0.25
CHMOOS	6	4	8	2	1	0	8400	0.25
ALSWY	5	7	14	0	0	0	11200	0
ALWY	4	1	2	0	0	0	800	0
AMMRRU	6	2	4	0	0	0	5600	0
AMMRS	5	14	28	0	1	0	22400	0
AMMSU	5	3	6	0	1	0	4800	0
AMNOOR	6	1	2	0	0	0	2800	0
CHISST	6	10	21	0	1	0	29400	0
AMNOORS	7	1	2	0	0	0	3600	0
AMNORST	7	1	2	0	0	0	3600	0
AMNOSTU	7	1	2	0	0	0	3600	0
CHIORT	6	2	4	0	0	0	5600	0
CHIORST	7	1	2	0	0	0	3600	0
AMNOTU	6	2	4	0	0	0	5600	0
AMNRU	5	5	10	0	0	0	8000	0
CHMOS	5	2	4	0	0	0	3200	0
CHMOU	5	3	6	0	0	0	4800	0
CHNRU	5	1	2	0	0	0	1600	0
CIILLNOOT	9	1	2	0	0	0	5200	0
ALPRTY	6	6	12	0	1	0	16800	0
CIINRT	6	7	14	0	0	0	19600	0
CIINORT	7	1	2	0	0	0	3600	0
CIINOR	6	5	10	0	0	0	14000	0
CIIMOST	7	1	3	0	0	0	5400	0
CIILOST	7	2	4	0	0	0	7200	0
CIILLNOOST	10	1	2	0	0	0	6000	0
ALRY	4	40	80	0	1	0	32000	0
ALPSSU	6	1	2	0	0	0	2800	0
CHPSTU	6	1	2	0	0	0	2800	0
ALPSTY	6	1	2	0	0	0	2800	0
ALPUY	5	1	2	0	0	0	1600	0
ALRSTU	6	8	16	0	0	0	22400	0
ALRSY	5	13	26	0	1	0	20800	0
ALNOOS	6	13	29	0	1	0	40600	0
CKLSU	5	1	2	0	0	0	1600	0
AKLNRY	6	1	2	0	0	0	2800	0
AKPTU	5	3	6	0	0	0	4800	0
AKNO	4	5	10	0	0	0	4000	0
AKNOS	5	5	10	0	0	0	8000	0
AKNSY	5	1	2	0	0	0	1600	0
CRSSUU	6	1	2	0	0	0	2800	0
CPSSU	5	1	2	0	0	0	1600	0
AKOORR	6	2	4	0	0	0	5600	0
COSW	4	10	20	8	11	0	4800	0.4
AKORS	5	20	42	0	3	0	33600	0
AKORST	6	6	13	0	0	0	18200	0
AKORT	5	34	72	0	0	0	57600	0
AKOST	5	4	8	0	0	0	6400	0
AKOSY	5	1	2	0	0	0	1600	0
AKOT	4	17	34	0	0	0	13600	0
AKOY	4	3	7	0	0	0	2800	0
AKPRS	5	6	12	6	6	0	4800	0.5
DDEEFNRU	8	1	2	0	2	0	4400	0
DDEEGINS	8	2	4	0	1	0	8800	0
AKLY	4	4	8	0	0	0	3200	0
DDEEIST	7	2	4	0	1	0	7200	0
DDEENP	6	1	2	0	1	0	2800	0
DDEENNTU	8	1	2	0	0	0	4400	0
DDEEMO	6	4	8	0	1	0	11200	0
DDEELU	6	1	2	0	0	0	2800	0
DDEELRS	7	2	4	0	0	0	7200	0
AKLO	4	13	26	0	1	0	10400	0
AKLOP	5	1	2	0	0	0	1600	0
DDEEIIOPRS	10	1	2	0	0	0	6000	0
DDEEIRR	7	7	15	0	0	0	27000	0
DDEEIR	6	21	48	0	0	0	67200	0
DDEEINT	7	2	4	0	1	0	7200	0
DDEEINS	7	13	26	0	2	0	46800	0
DDEEIN	6	3	6	0	0	0	8400	0
AKLOS	5	3	6	0	0	0	4800	0
AKPSU	5	1	2	0	0	0	1600	0
AKPU	4	4	8	0	0	0	3200	0
ALMSY	5	2	4	0	0	0	3200	0
COPRSU	6	1	2	0	0	0	2800	0
ALLOY	5	7	14	0	0	0	11200	0
ALLSTY	6	1	2	0	0	0	2800	0
ALMMS	5	6	12	0	0	0	9600	0
ALMMY	5	1	2	0	0	0	1600	0
CLNOSU	6	3	6	0	0	0	8400	0
CLNOOS	6	2	4	0	1	0	5600	0
ALMNOS	6	7	14	0	3	0	19600	0
ALMORST	7	2	4	0	0	0	7200	0
CKRSTU	6	1	2	2	2	0	0	1
CKOY	4	3	6	0	0	0	2400	0
ALMOST	6	16	33	0	1	0	46200	0
CKORY	5	1	2	0	2	0	1600	0
ALMOSU	6	1	2	0	0	0	2800	0
ALMPSS	6	2	4	0	0	0	5600	0
ALMRY	5	3	6	0	0	0	4800	0
ALLOSW	6	1	2	0	0	0	2800	0
CLOSTY	6	1	2	0	0	0	2800	0
ALLOST	6	13	26	0	3	0	36400	0
CNOOST	6	10	21	0	1	0	29400	0
AKRSST	6	2	4	0	1	0	5600	0
AKRSTU	6	2	4	0	0	0	5600	0
AKRTU	5	1	2	0	0	0	1600	0
AKSU	4	19	38	0	0	0	15200	0
CNOSU	5	11	23	0	1	0	18400	0
AKTY	4	5	10	0	1	0	4000	0
CNOORST	7	1	2	0	0	0	3600	0
ALLOS	5	39	78	0	1	0	62400	0
CMPRSU	6	1	2	0	1	0	2800	0
CMORU	5	11	22	0	0	0	17600	0
CMORSU	6	3	6	0	0	0	8400	0
CMOOPST	7	1	2	0	1	0	3600	0
ALLMOS	6	1	2	0	0	0	2800	0
ALLNOS	6	8	16	0	0	0	22400	0
AILPR	5	15	30	0	0	0	24000	0
AILPP	5	2	4	0	0	0	3200	0
AILOV	5	5	10	2	2	0	6400	0.2
DEGMSU	6	1	2	0	0	0	2800	0
DEHILOPS	8	1	2	0	0	0	4400	0
AGLRUY	6	1	2	0	0	0	2800	0
AGLRY	5	8	16	0	0	0	12800	0
DEGSU	5	4	8	0	0	0	6400	0
AGLSTU	6	5	10	0	0	0	14000	0
DEGOT	5	10	20	0	2	0	16000	0
DEGOST	6	3	6	0	1	0	8400	0
AGLSU	5	8	18	0	0	0	14400	0
DEGORSU	7	1	2	0	0	0	3600	0
DEGORST	7	6	12	0	1	0	21600	0
DEGORSS	7	1	2	0	0	0	3600	0
AGLTU	5	7	14	0	0	0	11200	0
AGLY	4	12	24	0	0	0	9600	0
AGMNOS	6	3	6	0	2	0	8400	0
AGMNSU	6	1	2	0	0	0	2800	0
DEHILS	6	7	14	0	1	0	19600	0
AGLRU	5	9	19	0	0	0	15200	0
DEHINO	6	4	8	0	0	0	11200	0
AGLMU	5	9	22	0	2	0	17600	0
DEHNSY	6	1	2	0	0	0	2800	0
AGKNS	5	1	2	0	2	0	1600	0
DEHNORT	7	10	21	0	3	0	37800	0
AGLLNO	6	1	2	0	1	0	2800	0
AGLLNTU	7	1	2	0	0	0	3600	0
AGLMSU	6	2	5	0	0	0	7000	0
DEHITW	6	1	2	0	1	0	2800	0
DEHINOP	7	1	2	0	0	0	3600	0
AGLNOS	6	17	37	0	4	0	51800	0
AGLNUU	6	1	2	0	0	0	2800	0
DEHIRST	7	3	6	0	4	0	10800	0
AGLORS	6	6	15	0	1	0	21000	0
AGLRSU	6	1	2	0	0	0	2800	0
DEHINRS	7	3	6	0	0	0	10800	0
DEGNRSU	7	1	2	0	0	0	3600	0
DEGMRSU	7	1	2	0	0	0	3600	0
AGISST	6	4	8	0	1	0	11200	0
DEGLY	5	1	2	0	1	0	1600	0
DEGINSU	7	1	2	0	0	0	3600	0
AGNOW	5	10	23	0	1	0	18400	0
AGNRTY	6	3	6	0	0	0	8400	0
AGNRY	5	5	10	0	2	0	8000	0
AGNSU	5	4	8	0	0	0	6400	0
AGNSY	5	5	10	0	1	0	8000	0
AGORSU	6	1	2	0	0	0	2800	0
DEGINNT	7	2	4	2	3	0	3600	0.5
AGRSSU	6	2	4	0	1	0	5600	0
AGRSTU	6	3	6	0	0	0	8400	0
DEGINNOPRT	10	1	2	0	0	0	6000	0
AHHSS	5	13	26	2	1	0	19200	0.07692
AHIKRS	6	7	17	0	0	0	23800	0
DEGILU	6	1	2	0	0	0	2800	0
AHILNY	6	3	6	0	0	0	8400	0
DEGINSW	7	1	2	0	0	0	3600	0
DEGINT	6	1	2	0	0	0	2800	0
DEGINW	6	1	2	0	1	0	2800	0
DEGISU	6	2	4	2	0	0	2800	0.5
DEGLORS	7	1	2	0	0	0	3600	0
DEGLOR	6	2	4	0	0	0	5600	0
DEGLOPS	7	1	2	0	0	0	3600	0
AGMORS	6	4	8	0	0	0	11200	0
AGMORY	6	1	2	0	0	0	2800	0
DEGKLU	6	1	2	0	0	0	2800	0
AGNNOOR	7	1	2	0	0	0	3600	0
DEGINY	6	5	11	0	0	0	15400	0
AGNOS	5	12	24	0	1	0	19200	0
AGNOSS	6	3	6	0	0	0	8400	0
AGNOSW	6	2	4	0	1	0	5600	0
AGNOTU	6	1	2	0	0	0	2800	0
DEGIOS	6	1	2	0	0	0	2800	0
DEGIO	5	4	8	0	1	0	6400	0
AGKN	4	3	6	0	2	0	2400	0
AGIRSV	6	1	2	0	0	0	2800	0
AHILST	6	24	50	0	2	0	70000	0
AGINNPS	7	1	2	0	1	0	3600	0
AGILORS	7	1	2	0	0	0	3600	0
DEILMOST	8	1	2	0	0	0	4400	0
DEILMOS	7	3	6	0	0	0	10800	0
DEILMOPR	8	1	2	0	0	0	4400	0
DEILMO	6	1	2	0	0	0	2800	0
DEILMN	6	3	6	0	1	0	8400	0
DEILLU	6	4	8	0	0	0	11200	0
AGILOS	6	1	2	0	0	0	2800	0
DEILLSU	7	1	2	0	0	0	3600	0
AGILOST	7	1	2	0	0	0	3600	0
AGILOT	6	1	2	0	0	0	2800	0
DEIKY	5	1	2	0	0	0	1600	0
AGILS	5	23	46	0	2	0	36800	0
AGIMO	5	10	20	0	0	0	16000	0
AGIMOS	6	5	10	0	0	0	14000	0
AGILNY	6	1	2	0	0	0	2800	0
AGILNU	6	3	6	0	0	0	8400	0
AGILNSY	7	1	2	0	0	0	3600	0
DEILOOPSZ	9	1	2	0	0	0	5200	0
AGILNPRSY	9	1	2	0	0	0	5200	0
AGILNPS	7	2	4	0	0	0	7200	0
AGILNRST	8	2	4	0	0	0	8800	0
DEILORS	7	6	12	2	0	0	18000	0.1667
AGILNRSTY	9	1	2	0	0	0	5200	0
DEILOP	6	3	6	0	0	0	8400	0
AGILNRY	7	4	10	0	1	0	18000	0
AGILNSU	7	3	6	0	0	0	10800	0
AGILNSST	8	2	4	2	2	0	4400	0.5
DEILNSW	7	2	4	0	0	0	7200	0
DEILNSSW	8	1	2	0	1	0	4400	0
DEILNPS	7	1	2	0	0	0	3600	0
DEILNOS	7	2	4	0	1	0	7200	0
DEILNO	6	3	6	0	2	0	8400	0
AGIMS	5	8	16	0	0	0	12800	0
DEIKLS	6	1	2	0	0	0	2800	0
AGIRST	6	3	6	0	1	0	8400	0
AGINNSW	7	2	4	0	0	0	7200	0
DEIILOS	7	2	4	0	0	0	7200	0
DEIILNS	7	2	4	0	0	0	7200	0
DEIILMT	7	3	6	0	0	0	10800	0
DEIILLRST	9	2	4	0	0	0	10400	0
DEIIKN	6	1	2	0	0	0	2800	0
AGINPRST	8	1	2	2	1	0	0	1
AGINPSS	7	1	2	0	0	0	3600	0
AGINRW	6	1	2	0	2	0	2800	0
AGINTTU	7	1	2	0	0	0	3600	0
DEHOTU	6	5	10	0	2	0	14000	0
AGINW	5	1	2	0	0	0	1600	0
AGIORST	7	1	2	0	0	0	3600	0
AGIPR	5	5	10	0	0	0	8000	0
AGIPRS	6	1	2	0	0	0	2800	0
DEHORT	6	4	8	0	0	0	11200	0
DEIIM	5	5	10	0	0	0	8000	0
DEIIMNOS	8	1	2	0	0	0	4400	0
DEIIMST	7	2	4	0	0	0	7200	0
DEIINST	7	2	4	0	0	0	7200	0
DEIISTT	7	3	6	0	0	0	10800	0
DEIIST	6	2	4	0	0	0	5600	0
DEIIRST	7	10	20	0	1	0	36000	0
DEIIRS	6	32	64	0	2	0	89600	0
DEIIPRT	7	1	2	0	0	0	3600	0
AGINORSS	8	1	2	0	0	0	4400	0
DEIINSST	8	1	2	0	0	0	4400	0
DEIINORS	8	1	2	0	0	0	4400	0
AGINORTT	8	2	4	0	0	0	8800	0
DEIINRT	7	1	2	0	0	0	3600	0
DEIINRST	8	2	4	0	0	0	8800	0
AGINOS	6	2	4	0	0	0	5600	0
DEIINOT	7	3	6	0	0	0	10800	0
DEIINOST	8	3	6	0	0	0	13200	0
AHILPS	6	1	2	0	0	0	2800	0
DEGILNV	7	1	2	0	0	0	3600	0
AILORST	7	5	11	0	1	0	19800	0
AILMRT	6	7	14	0	0	0	19600	0
AIKRT	5	6	12	0	0	0	9600	0
DEENRU	6	8	16	0	5	0	22400	0
AILLMOST	8	1	2	0	0	0	4400	0
AILLPU	6	1	2	0	0	0	2800	0
DEENRSU	7	1	2	0	1	0	3600	0
DEENRSTU	8	4	8	0	0	0	17600	0
AILMMS	6	2	4	0	0	0	5600	0
AILMNOS	7	4	9	0	0	0	16200	0
AILMNPS	7	1	2	0	0	0	3600	0
AILMNS	6	5	10	0	1	0	14000	0
DEENORW	7	1	2	0	1	0	3600	0
AILMNU	6	11	24	0	0	0	33600	0
AILMOORT	8	2	4	0	0	0	8800	0
AILMP	5	11	22	0	0	0	17600	0
AILMPS	6	4	8	0	0	0	11200	0
DEENSSY	7	1	2	0	0	0	3600	0
DEENSTT	7	8	16	0	1	0	28800	0
DEENSTU	7	1	2	0	1	0	3600	0
AIKK	4	1	2	0	0	0	800	0
DEEPRSS	7	1	2	0	0	0	3600	0
AIIMNST	7	3	6	0	0	0	10800	0
AIINSTT	7	4	8	0	0	0	14400	0
DEEORTT	7	5	10	0	0	0	18000	0
AIINSTTV	8	1	2	0	0	0	4400	0
AIIRSSTT	8	2	4	0	0	0	8800	0
DEEOPS	6	8	16	0	1	0	22400	0
DEENSW	6	2	4	0	0	0	5600	0
AIKMS	5	12	31	0	4	0	24800	0
DEEOPRRT	8	1	2	2	2	0	0	1
DEENU	5	5	10	0	1	0	8000	0
DEENTU	6	8	16	0	2	0	22400	0
AIKNPRS	7	1	2	0	0	0	3600	0
AIKNS	5	38	97	0	4	0	77600	0
AILMRST	7	1	2	0	0	0	3600	0
DEEMRU	6	9	18	0	4	0	25200	0
DEEPRU	6	2	4	0	1	0	5600	0
AILMSS	6	3	6	0	0	0	8400	0
AILNSV	6	3	6	0	0	0	8400	0
AILNSY	6	2	4	0	0	0	5600	0
DEELRU	6	3	6	0	2	0	8400	0
DEELRSU	7	2	4	0	2	0	7200	0
DEELRSTU	8	5	12	0	0	0	26400	0
DEELRSSTU	9	2	4	0	0	0	10400	0
AILNV	5	20	44	0	1	0	35200	0
DEELPR	6	3	6	0	1	0	8400	0
AILOOR	6	11	22	0	0	0	30800	0
DEELORTT	8	1	2	0	0	0	4400	0
DEELORRSS	9	1	2	0	0	0	5200	0
DEELORRS	8	2	4	0	0	0	8800	0
AILOORS	7	2	4	0	0	0	7200	0
DEELNST	7	1	2	0	1	0	3600	0
AILOP	5	18	36	0	0	0	28800	0
AILNSU	6	10	20	0	0	0	28000	0
DEELSTW	7	1	2	0	0	0	3600	0
DEELSU	6	8	16	0	1	0	22400	0
AILMU	5	3	6	0	0	0	4800	0
AILMST	6	16	32	0	2	0	44800	0
AILMSU	6	1	2	0	0	0	2800	0
DEEMPT	6	3	6	0	0	0	8400	0
DEEMPR	6	5	10	0	2	0	14000	0
DEEMOT	6	6	12	0	5	0	16800	0
DEEMOR	6	2	4	0	0	0	5600	0
AILNOSS	7	2	4	0	0	0	7200	0
AILNSTY	7	2	4	0	1	0	7200	0
AILNOST	7	10	20	0	1	0	36000	0
AILNOT	6	25	50	0	1	0	70000	0
AILNPT	6	10	20	0	1	0	28000	0
DEELTU	6	1	2	0	0	0	2800	0
AILNRT	6	5	10	0	0	0	14000	0
DEELSW	6	3	6	0	0	0	8400	0
DEEPRSU	7	1	2	0	0	0	3600	0
AIIMNSS	7	1	2	0	0	0	3600	0
DEGILNT	7	2	4	0	1	0	7200	0
AHIRSW	6	3	6	0	0	0	8400	0
AHIORST	7	5	10	0	0	0	18000	0
DEFORST	7	3	6	0	0	0	10800	0
AHIPPS	6	1	2	0	1	0	2800	0
DEFNRU	6	3	6	0	3	0	8400	0
DEFNRSU	7	2	4	0	1	0	7200	0
DEFNORU	7	4	8	4	2	0	7200	0.5
DEFNORSU	8	1	2	0	0	0	4400	0
DEFMOR	6	1	2	0	0	0	2800	0
AHIPRS	6	4	8	0	0	0	11200	0
DEFLOT	6	1	2	0	0	0	2800	0
AHIRRS	6	32	70	0	0	0	98000	0
AHIRRSS	7	1	2	0	0	0	3600	0
DEFLOOR	7	1	3	0	0	0	5400	0
AHIRST	6	10	20	0	0	0	28000	0
AHIRSTT	7	10	20	0	0	0	36000	0
AHIORSST	8	1	2	0	0	0	4400	0
AHINRS	6	3	6	0	0	0	8400	0
AHINPRSST	9	1	2	0	0	0	5200	0
DEGIINST	8	2	4	0	1	0	8800	0
AHIMPS	6	3	6	0	0	0	8400	0
DEGILNOS	8	1	2	0	0	0	4400	0
AHIMPSS	7	1	2	0	0	0	3600	0
AHIMR	5	7	14	0	0	0	11200	0
AHIMRS	6	16	32	0	1	0	44800	0
DEGIINT	7	1	3	0	0	0	5400	0
DEGIINRS	8	2	4	2	0	0	4400	0.5
DEGHILT	7	3	6	0	0	0	10800	0
DEGIINNS	8	2	4	0	0	0	8800	0
DEGIILN	7	1	2	0	0	0	3600	0
AHIMRST	7	4	8	0	0	0	14400	0
DEGHIRT	7	1	2	0	0	0	3600	0
DEGHIR	6	5	10	0	0	0	14000	0
AHIMRT	6	5	10	0	0	0	14000	0
DEFIY	5	3	6	0	0	0	4800	0
AHIST	5	31	62	0	2	0	49600	0
AIIMNRST	8	1	2	0	0	0	4400	0
AHISTU	6	1	2	0	0	0	2800	0
AHMSU	5	3	6	0	0	0	4800	0
AHMSW	5	3	6	0	0	0	4800	0
AHMW	4	22	49	0	1	0	19600	0
AHNORS	6	6	12	0	0	0	16800	0
AHOPRS	6	4	8	0	0	0	11200	0
DEERTV	6	5	10	0	0	0	14000	0
AHPSU	5	2	4	0	0	0	3200	0
DEERSV	6	3	6	0	0	0	8400	0
DEERSTW	7	1	2	0	0	0	3600	0
DEERSTV	7	8	16	0	0	0	28800	0
AHPSW	5	3	6	0	0	0	4800	0
AHPU	4	11	22	0	0	0	8800	0
AHRSSU	6	3	6	0	0	0	8400	0
DEERRSS	7	2	4	0	0	0	7200	0
AIILMRST	8	1	2	0	0	0	4400	0
AHMOOPS	7	1	2	0	0	0	3600	0
AHMNNSTU	8	1	2	0	0	0	4400	0
DEESX	5	3	6	2	3	0	3200	0.3333
DEFIKN	6	2	4	0	0	0	5600	0
AHKO	4	4	8	0	0	0	3200	0
AHKOS	5	5	14	0	0	0	11200	0
AHKOSS	6	2	4	0	0	0	5600	0
DEFILS	6	2	4	0	0	0	5600	0
AHLLMO	6	1	2	0	0	0	2800	0
AHLLOSW	7	1	2	0	0	0	3600	0
DEFIILN	7	2	4	0	0	0	7200	0
AHLSY	5	8	16	0	2	0	12800	0
AHLMOS	6	9	18	0	0	0	25200	0
DEFHLSU	7	1	2	0	0	0	3600	0
DEFFLU	6	1	3	3	2	0	0	1
AHLMS	5	6	12	0	0	0	9600	0
AHLNOS	6	1	2	0	0	0	2800	0
AHLOST	6	23	46	0	0	0	64400	0
AMOORV	6	3	6	0	0	0	8400	0
CHIMORS	7	1	2	0	0	0	3600	0
AGILNNS	7	5	10	0	0	0	18000	0
CEEIPR	6	8	16	0	0	0	22400	0
CEEINRT	7	6	12	0	0	0	21600	0
CEEINRST	8	7	15	0	0	0	33000	0
CEEINRS	7	2	4	0	0	0	7200	0
CEEINPS	7	1	2	0	0	0	3600	0
CEEINPRT	8	1	2	0	0	0	4400	0
CEEINP	6	2	4	0	0	0	5600	0
BELSUY	6	1	2	0	0	0	2800	0
CEEINNRT	8	1	2	0	0	0	4400	0
CEEIMRRSU	9	1	2	0	0	0	5200	0
CEEIMNOOS	9	1	3	0	0	0	7800	0
CEEILSS	7	1	2	0	0	0	3600	0
CEEILRT	7	1	2	0	0	0	3600	0
CEEILPRS	8	2	4	0	0	0	8800	0
CEEILNT	7	2	4	0	0	0	7200	0
CEEILNS	7	1	2	0	0	0	3600	0
CEEIORST	8	1	2	0	0	0	4400	0
CEEIPRS	7	3	6	0	0	0	10800	0
AMORRS	6	9	18	0	1	0	25200	0
CEEIPS	6	1	2	0	0	0	2800	0
CEEMOPR	7	1	2	0	0	0	3600	0
CEELST	6	14	28	0	0	0	39200	0
CEELRU	6	4	8	0	0	0	11200	0
CEELRSTU	8	1	2	0	1	0	4400	0
CEELRS	6	2	4	0	0	0	5600	0
CEELPS	6	1	2	0	0	0	2800	0
CEELPRT	7	1	2	0	0	0	3600	0
CEELORT	7	6	12	0	0	0	21600	0
CEELORST	8	3	6	0	0	0	13200	0
CEELORS	7	1	2	0	1	0	3600	0
CEEKLSS	7	1	2	0	0	0	3600	0
CEEKLS	6	2	4	0	0	0	5600	0
BELRRU	6	1	2	0	0	0	2800	0
BELSS	5	2	4	0	0	0	3200	0
CEEIRRSS	8	1	2	0	1	0	4400	0
CEEILLNT	8	1	2	0	0	0	4400	0
CEEILLNST	9	1	2	0	0	0	5200	0
CEEIIOPPSS	10	1	2	0	0	0	6000	0
CEEHRW	6	1	2	0	1	0	2800	0
CEEGIRS	7	1	2	0	0	0	3600	0
CEEGINRST	9	1	2	0	1	0	5200	0
CEEGINR	7	1	2	0	0	0	3600	0
CEEGINNRT	9	1	2	0	0	0	5200	0
CEEGINNRST	10	1	2	0	0	0	6000	0
CEEGINNRS	9	1	2	0	0	0	5200	0
CEEFPRT	7	1	2	0	2	0	3600	0
CEEFPRST	8	1	2	0	1	0	4400	0
CEEFHL	6	1	2	0	0	0	2800	0
BENORTTU	8	1	2	0	2	0	4400	0
BENORU	6	5	10	0	0	0	14000	0
BENOST	6	3	6	0	0	0	8400	0
CDOSU	5	10	23	0	1	0	18400	0
BENOSW	6	1	2	0	0	0	2800	0
CDORSU	6	1	2	0	0	0	2800	0
CEEGR	5	6	12	0	0	0	9600	0
CEEGRS	6	4	8	0	0	0	11200	0
BENORSU	7	3	6	0	0	0	10800	0
CEEHNST	7	1	2	0	0	0	3600	0
BELTU	5	2	4	0	0	0	3200	0
BEMNSU	6	4	8	0	0	0	11200	0
BENOOT	6	2	4	0	0	0	5600	0
CEEHORS	7	2	5	0	1	0	9000	0
CEEHOR	6	18	42	0	3	0	58800	0
CEEHNT	6	1	2	0	0	0	2800	0
BENORSTU	8	3	6	0	0	0	13200	0
CEEHIL	6	4	8	0	0	0	11200	0
CEEHLPRSU	9	1	2	0	0	0	5200	0
CEEHISV	7	1	2	0	0	0	3600	0
CEEHIRT	7	7	14	0	0	0	25200	0
CEEHIOR	7	1	2	0	1	0	3600	0
CEEHIMS	7	1	2	0	0	0	3600	0
CEEHILS	7	4	8	0	0	0	14400	0
CEEMRS	6	3	6	0	0	0	8400	0
CEENNORST	9	1	2	0	0	0	5200	0
CEENORS	7	3	6	0	0	0	10800	0
CEGINRSU	8	1	2	0	0	0	4400	0
BEINRSU	7	2	4	0	0	0	7200	0
BEIORRT	7	1	2	0	0	0	3600	0
BEIORSST	8	1	2	0	0	0	4400	0
BEIORST	7	4	8	0	0	0	14400	0
BEIOST	6	16	34	0	0	0	47600	0
CEHILNT	7	1	2	0	0	0	3600	0
BEIRRSTU	8	1	2	0	0	0	4400	0
BEIRRU	6	1	2	0	0	0	2800	0
CEHIKNT	7	1	2	0	0	0	3600	0
BEISST	6	17	34	0	2	0	47600	0
CEHIINPRT	9	1	2	0	0	0	5200	0
CEHHT	5	8	16	0	0	0	12800	0
CEHHSU	6	3	6	0	0	0	8400	0
CEHHST	6	2	4	0	0	0	5600	0
CEHHIRS	7	1	2	0	0	0	3600	0
CEHIMST	7	1	2	0	0	0	3600	0
BEINOST	7	4	8	0	1	0	14400	0
CEHINPR	7	2	4	0	1	0	7200	0
BEIMOS	6	2	4	0	0	0	5600	0
BEILR	5	5	10	0	0	0	8000	0
BEILRS	6	4	9	0	1	0	12600	0
BEIMO	5	4	8	0	0	0	6400	0
CEHIRT	6	3	6	0	1	0	8400	0
CEHIRSTT	8	1	2	0	0	0	4400	0
CEHIRST	7	3	7	0	1	0	12600	0
CEHIPR	6	4	8	0	0	0	11200	0
BEINOOST	8	1	2	0	0	0	4400	0
CEHIOST	7	4	8	0	0	0	14400	0
CEHIORSTT	9	1	2	0	0	0	5200	0
CEHIOR	6	1	2	0	0	0	2800	0
BEIMRST	7	2	4	0	0	0	7200	0
CEHINRT	7	1	2	0	0	0	3600	0
BEIMRT	6	6	12	0	0	0	16800	0
BEKR	4	9	18	0	1	0	7200	0
BELMMU	6	1	2	0	0	0	2800	0
CEENPS	6	6	12	0	5	0	16800	0
CEGINOS	7	5	10	0	0	0	18000	0
BELNSTU	7	1	2	0	0	0	3600	0
CEERRSSU	8	1	2	0	0	0	4400	0
BELOOS	6	3	8	0	0	0	11200	0
CEEPRY	6	1	2	0	0	0	2800	0
CEEPRST	7	11	26	0	2	0	46800	0
CEEPRS	6	12	25	2	1	0	32200	0.08
