rank	stem	stemLen	isWord	track	score	value	gainPar	gainAlpha	deadPoints	effort	studyItems	newWords	owned	learning	unknown	familySize	branches	presentShare	presentGames	enumerability	enumerabilityObserved	enumerabilityFindable	enumerabilitySource	cueable	coherence	residual	deadBranches	deadExposure	scoreStandalone	learn	why
7423	NORER	5	False	misswipe	0.01385	0.038781	0	0	0.19391	2.8	0	0	0	1	7	6	8	0.011518	33	0.59199	1.3636	0.5469	calibrated	False	0.70437	921.26	59	0.30728	0.01385		NORER- is on 1% of your boards; you own none of the 8 words on it yet; enumerability 0.5 is below the band, so it is a study item and not a board cue.
7424	ITREP	5	False	misswipe	0.01385	0.038781	0	0	0.19391	2.8	0	0	0	2	16	2	18	0.011518	33	0.52418	1.1515	0.48425	calibrated	False	0.77381	791.54	59	0.30728	0.01385		ITREP- is on 1% of your boards; you own none of the 18 words on it yet; enumerability 0.5 is below the band, so it is a study item and not a board cue.
7425	CRUE	4	True	misswipe	0.013847	0.023263	0	0	0.11631	1.68	0	0	2	6	35	18	50	0.015358	44	1.4841	2.25	1.7129	calibrated	False	0.58924	1478.2	56	0.13824	0.013847		CRUE- is on 2% of your boards; you already own 2 of the 50 words on it (18 of them extend the stem's own path), so the rest cost little; enumerability 1.7 is below the band, so it is a study item and not a board cue.
7426	DREE	4	True	par	0.013845	0.052613	2.5484	0	0.26306	3.8	1	0	0	7	16	6	24	0.039092	112	1.2636	2.1964	1.4584	calibrated	False	0.68042	1137	56	0.12283	0.68449	DREES	DREE- is on 4% of your boards; you own none of the 24 words on it yet; the queue wants DREES (2.5 points a game between 1 word); enumerability 1.5 is below the band, so it is a study item and not a board cue.
7427	GOR	3	True	alpha	0.013837	0.083022	0.10471	2.0791	0.41511	6	6	0	4	11	154	160	228	0.070157	201	5.0019	5.8856	5.8856	observed	True	0.44166	3903.7	50	0.108	0.37781	GORSE REGO GIRO AGRO GORS ERGO	GOR- is on 7% of your boards; you already own 4 of the 228 words on it (160 of them extend the stem's own path), so the rest cost little; the queue wants GORSE, REGO, GIRO (2.2 points a game between 6 words); enumerability 5.9 is inside the 2-6 band, so it also works as something to scan for on a board.
7428	UART	4	False	misswipe	0.013835	0.038739	0	0	0.19369	2.8	0	0	1	7	18	37	45	0.011169	32	0.68923	1.6562	0.79549	calibrated	False	0.53123	594.37	59	0.31653	0.013835		UART- is on 1% of your boards; you own 1 of the 45 words on it; enumerability 0.8 is below the band, so it is a study item and not a board cue.
7429	AIRAS	5	False	misswipe	0.013835	0.038739	0	0	0.19369	2.8	0	0	0	4	5	3	9	0.011169	32	0.72998	1.0312	0.67438	calibrated	False	0.76389	563.67	59	0.31653	0.013835		AIRAS- is on 1% of your boards; you own none of the 9 words on it yet; enumerability 0.7 is below the band, so it is a study item and not a board cue.
7430	TAUTE	5	False	misswipe	0.013821	0.038698	0	0	0.19349	2.8	0	0	0	1	14	7	18	0.011867	34	1.2901	1.8824	1.1918	calibrated	False	0.72988	1639.4	57	0.29761	0.013821		TAUTE- is on 1% of your boards; you own none of the 18 words on it yet; enumerability 1.2 is below the band, so it is a study item and not a board cue.
7431	EBID	4	False	misswipe	0.013812	0.038673	0	0	0.19336	2.8	0	0	0	4	10	9	18	0.011169	32	0.91205	1.5312	1.0527	calibrated	False	0.61781	905.99	58	0.316	0.013812		EBID- is on 1% of your boards; you own none of the 18 words on it yet; enumerability 1.1 is below the band, so it is a study item and not a board cue.
7432	EENY	4	False	misswipe	0.013808	0.038661	0	0	0.19331	2.8	0	0	0	0	11	9	14	0.011169	32	0.60005	1.2812	0.69256	calibrated	False	0.6672	547.41	58	0.3159	0.013808		EENY- is on 1% of your boards; you own none of the 14 words on it yet; enumerability 0.7 is below the band, so it is a study item and not a board cue.
7433	RUNE	4	True	par	0.013807	0.052468	1.0379	0	0.26234	3.8	1	0	0	7	25	21	38	0.035602	102	1.0144	1.5098	1.1708	calibrated	False	0.57611	279.23	56	0.1345	0.28694	RUNES	RUNE- is on 4% of your boards; you own none of the 38 words on it yet; the queue wants RUNES (1.0 points a game between 1 word); enumerability 1.2 is below the band, so it is a study item and not a board cue.
7434	SANIE	5	False	misswipe	0.013805	0.038653	0	0	0.19327	2.8	0	0	0	1	6	3	7	0.024084	69	0.57348	1.029	0.5298	calibrated	False	0.72421	883.8	58	0.14647	0.013805		SANIE- is on 2% of your boards; you own none of the 7 words on it yet; enumerability 0.5 is below the band, so it is a study item and not a board cue.
7435	ALARS	5	False	misswipe	0.013784	0.038596	0	0	0.19298	2.8	0	0	0	0	11	3	11	0.011169	32	0.61537	1.2188	0.5685	calibrated	False	0.79365	887.6	58	0.31537	0.013784		ALARS- is on 1% of your boards; you own none of the 11 words on it yet; enumerability 0.6 is below the band, so it is a study item and not a board cue.
7436	WAM	3	False	misswipe	0.013784	0.038595	0	0	0.19297	2.8	0	0	1	3	25	56	63	0.012914	37	1.8441	2.4595	3.3496	calibrated	True	0.45616	753.52	55	0.27274	0.013784		WAM- is on 1% of your boards; you own 1 of the 63 words on it; enumerability 3.3 is inside the 2-6 band, so it also works as something to scan for on a board.
7437	LUSTE	5	False	misswipe	0.013761	0.038529	0	0	0.19265	2.8	0	0	1	9	45	23	59	0.011867	34	1.2451	2.5	1.1503	calibrated	False	0.63449	1038.2	57	0.29631	0.013761		LUSTE- is on 1% of your boards; you own 1 of the 59 words on it; enumerability 1.2 is below the band, so it is a study item and not a board cue.
7438	SALLE	5	True	misswipe	0.01376	0.023117	0	0	0.11559	1.68	0	0	4	4	6	7	16	0.017801	51	1.6523	1.7647	1.5265	calibrated	False	0.71995	1021.5	55	0.11852	0.01376		SALLE- is on 2% of your boards; you already own 4 of the 16 words on it (7 of them extend the stem's own path), so the rest cost little; enumerability 1.5 is below the band, so it is a study item and not a board cue.
7439	EVS	3	False	alpha	0.013755	0.083906	0	0.60678	0.41953	6.1	3	0	0	2	14	10	17	0.02548	73	1.3617	1.7808	2.4734	calibrated	True	0.61571	534.52	56	0.30054	0.11323	VERS REVS SEVS	EVS- is on 3% of your boards; you own none of the 17 words on it yet; the queue wants VERS, REVS, SEVS (0.6 points a game between 3 words); enumerability 2.5 is inside the 2-6 band, so it also works as something to scan for on a board.
7440	IDIO	4	False	misswipe	0.013754	0.038511	0	0	0.19255	2.8	0	0	0	0	17	39	46	0.011169	32	0.9482	1.6875	1.0944	calibrated	False	0.50847	911.29	58	0.31467	0.013754		IDIO- is on 1% of your boards; you own none of the 46 words on it yet; enumerability 1.1 is below the band, so it is a study item and not a board cue.
7441	DICO	4	False	misswipe	0.013754	0.038511	0	0	0.19255	2.8	0	0	0	1	11	17	21	0.011169	32	0.73536	1.6875	0.84873	calibrated	False	0.54846	491.33	58	0.31467	0.013754		DICO- is on 1% of your boards; you own none of the 21 words on it yet; enumerability 0.8 is below the band, so it is a study item and not a board cue.
7442	ARTAN	5	False	misswipe	0.013741	0.038476	0	0	0.19238	2.8	0	0	1	3	15	14	25	0.011169	32	1.382	2.4375	1.2767	calibrated	False	0.69303	1568.7	58	0.31439	0.013741		ARTAN- is on 1% of your boards; you own 1 of the 25 words on it; enumerability 1.3 is below the band, so it is a study item and not a board cue.
7443	MALI	4	True	misswipe	0.013736	0.038462	0	0	0.19231	2.8	0	0	1	2	66	66	100	0.023735	68	1.4459	2.6471	1.6688	calibrated	False	0.50859	1769.6	59	0.14789	0.013736		MALI- is on 2% of your boards; you own 1 of the 100 words on it; enumerability 1.7 is below the band, so it is a study item and not a board cue.
7444	TORAN	5	True	misswipe	0.013736	0.038462	0	0	0.19231	2.8	0	0	0	0	7	4	7	0.023735	68	1.0888	1.3088	1.0059	calibrated	False	0.73413	1604.1	59	0.14789	0.013736		TORAN- is on 2% of your boards; you own none of the 7 words on it yet; enumerability 1.0 is below the band, so it is a study item and not a board cue.
7445	TAMA	4	False	misswipe	0.01373	0.038443	0	0	0.19221	2.8	0	0	0	1	37	50	75	0.011169	32	1.5242	2.1562	1.7592	calibrated	False	0.53235	1144.9	58	0.31412	0.01373		TAMA- is on 1% of your boards; you own none of the 75 words on it yet; enumerability 1.8 is below the band, so it is a study item and not a board cue.
7446	STUP	4	False	misswipe	0.013728	0.038437	0	0	0.19219	2.8	0	0	0	2	31	25	42	0.012216	35	1.8482	2.4	2.1331	calibrated	True	0.56337	2097.8	56	0.28715	0.013728		STUP- is on 1% of your boards; you own none of the 42 words on it yet; enumerability 2.1 is inside the 2-6 band, so it also works as something to scan for on a board.
7447	COTIS	5	False	misswipe	0.013728	0.038437	0	0	0.19219	2.8	0	0	0	3	15	7	20	0.012216	35	0.86305	1.4571	0.79731	calibrated	False	0.65051	1360.6	56	0.28715	0.013728		COTIS- is on 1% of your boards; you own none of the 20 words on it yet; enumerability 0.8 is below the band, so it is a study item and not a board cue.
7448	TIRRE	5	False	par	0.013706	0.052082	2.4127	0	0.26041	3.8	1	0	0	2	9	9	16	0.016056	46	1.0926	1.413	1.0094	calibrated	False	0.67791	1295.9	58	0.29604	0.64864	STIRRE	TIRRE- is on 2% of your boards; you own none of the 16 words on it yet; the queue wants STIRRE (2.4 points a game between 1 word); enumerability 1.0 is below the band, so it is a study item and not a board cue.
7449	HREE	4	False	alpha	0.013699	0.052055	0	1.1449	0.26028	3.8	1	0	0	4	15	20	34	0.015009	43	0.62705	1.6047	0.72372	calibrated	False	0.52849	613.51	59	0.31653	0.31498	THREE	HREE- is on 2% of your boards; you own none of the 34 words on it yet; the queue wants THREE (1.1 points a game between 1 word); enumerability 0.7 is below the band, so it is a study item and not a board cue.
7450	WAE	3	True	alpha	0.013695	0.060807	0.098109	0.64236	0.30403	4.44	4	0	4	3	13	11	24	0.039092	112	0.98774	1.5625	1.7941	calibrated	False	0.50206	482.97	57	0.14196	0.18047	TWAE AWES WAES WETA	WAE- is on 4% of your boards; you already own 4 of the 24 words on it (11 of them extend the stem's own path), so the rest cost little; the queue wants TWAE, AWES, WAES (0.7 points a game between 4 words); enumerability 1.8 is below the band, so it is a study item and not a board cue.
7451	LINO	4	True	alpha	0.013694	0.052036	0	0.14207	0.26018	3.8	1	0	0	1	16	23	29	0.032112	92	0.45083	1.0652	0.52033	calibrated	False	0.47992	404.63	59	0.14789	0.051079	LINOS	LINO- is on 3% of your boards; you own none of the 29 words on it yet; the queue wants LINOS (0.1 points a game between 1 word); enumerability 0.5 is below the band, so it is a study item and not a board cue.
7452	REMAD	5	False	misswipe	0.013683	0.022988	0	0	0.11494	1.68	0	0	2	2	7	3	11	0.0069808	20	0.72349	1.55	0.66838	calibrated	False	0.75397	101.64	58	0.30053	0.013683		REMAD- is on 1% of your boards; you already own 2 of the 11 words on it (3 of them extend the stem's own path), so the rest cost little; enumerability 0.7 is below the band, so it is a study item and not a board cue.
7453	LUSTR	5	False	misswipe	0.013674	0.038286	0	0	0.19143	2.8	0	0	0	3	43	25	53	0.012216	35	1.7568	2.5429	1.623	calibrated	False	0.62262	2956.2	54	0.28602	0.013674		LUSTR- is on 1% of your boards; you own none of the 53 words on it yet; enumerability 1.6 is below the band, so it is a study item and not a board cue.
7454	RIDER	5	True	alpha	0.013663	0.031152	0	0.39092	0.15576	2.28	1	0	3	2	28	30	42	0.02164	62	1.3812	2.0161	1.276	calibrated	False	0.62831	1486.9	53	0.13138	0.18512	ARIDER	RIDER- is on 2% of your boards; you already own 3 of the 42 words on it (30 of them extend the stem's own path), so the rest cost little; the queue wants ARIDER (0.4 points a game between 1 word); enumerability 1.3 is below the band, so it is a study item and not a board cue.
7455	ICE	3	True	par	0.013654	0.10076	6.8289	0.56843	0.50382	7.38	8	0	16	51	518	580	847	0.10436	299	7.6732	10.816	10.816	observed	False	0.41024	5659.3	44	0.088118	1.016	TRICE DICER CINE PICE ETIC ERIC CIEL CEIL	ICE- is on 10% of your boards; you already own 16 of the 847 words on it (580 of them extend the stem's own path), so the rest cost little; the queue wants TRICE, DICER, CINE (7.4 points a game between 8 words); enumerability 10.8 is above the band: study it, but do not hunt for it, there is too much under the stem to check; 44 dead affixes worth 0.5 points a game in avoided misswipes at the current weight.
7456	ERTAI	5	False	misswipe	0.013647	0.03821	0	0	0.19105	2.8	0	0	1	5	22	12	33	0.01082	31	0.14303	1.4516	0.13214	calibrated	False	0.5878	289.32	60	0.32229	0.013647		ERTAI- is on 1% of your boards; you own 1 of the 33 words on it; enumerability 0.1 is below the band, so it is a study item and not a board cue.
7457	MICR	4	False	misswipe	0.013647	0.03821	0	0	0.19105	2.8	0	0	0	0	29	77	87	0.01082	31	0.58362	2.3226	0.67359	calibrated	False	0.47873	487.96	60	0.32229	0.013647		MICR- is on 1% of your boards; you own none of the 87 words on it yet; enumerability 0.7 is below the band, so it is a study item and not a board cue.
7458	ASIED	5	False	misswipe	0.013647	0.03821	0	0	0.19105	2.8	0	0	0	0	2	3	3	0.01082	31	0.4225	1	0.39031	calibrated	False	0.64815	580.64	60	0.32229	0.013647		ASIED- is on 1% of your boards; you own none of the 3 words on it yet; enumerability 0.4 is below the band, so it is a study item and not a board cue.
7459	SEALI	5	False	misswipe	0.013647	0.03821	0	0	0.19105	2.8	0	0	0	3	14	10	18	0.01082	31	0.34864	1.7097	0.32208	calibrated	False	0.62401	429.68	60	0.32229	0.013647		SEALI- is on 1% of your boards; you own none of the 18 words on it yet; enumerability 0.3 is below the band, so it is a study item and not a board cue.
7460	NBE	3	False	misswipe	0.013647	0.03821	0	0	0.19105	2.8	0	0	0	2	39	75	86	0.01082	31	0.51285	3	0.93154	calibrated	False	0.39173	538.16	60	0.32229	0.013647		NBE- is on 1% of your boards; you own none of the 86 words on it yet; enumerability 0.9 is below the band, so it is a study item and not a board cue.
7461	ITOL	4	False	misswipe	0.013647	0.03821	0	0	0.19105	2.8	0	0	0	0	23	23	31	0.01082	31	0.29213	1.871	0.33717	calibrated	False	0.51553	462.39	60	0.32229	0.013647		ITOL- is on 1% of your boards; you own none of the 31 words on it yet; enumerability 0.3 is below the band, so it is a study item and not a board cue.
7462	ISLA	4	False	misswipe	0.013647	0.03821	0	0	0.19105	2.8	0	0	0	0	21	21	28	0.01082	31	0.18818	1.5484	0.21719	calibrated	False	0.50567	316.26	60	0.32229	0.013647		ISLA- is on 1% of your boards; you own none of the 28 words on it yet; enumerability 0.2 is below the band, so it is a study item and not a board cue.
7463	EDAC	4	False	misswipe	0.013647	0.03821	0	0	0.19105	2.8	0	0	1	3	16	15	21	0.01082	31	0.37078	1.6129	0.42794	calibrated	False	0.52275	591.16	60	0.32229	0.013647		EDAC- is on 1% of your boards; you own 1 of the 21 words on it; enumerability 0.4 is below the band, so it is a study item and not a board cue.
7464	OTEA	4	False	misswipe	0.013647	0.03821	0	0	0.19105	2.8	0	0	0	0	18	11	19	0.01082	31	0.1187	1.5161	0.137	calibrated	False	0.55123	199.98	60	0.32229	0.013647		OTEA- is on 1% of your boards; you own none of the 19 words on it yet; enumerability 0.1 is below the band, so it is a study item and not a board cue.
7465	NTAM	4	False	misswipe	0.013647	0.03821	0	0	0.19105	2.8	0	0	0	2	15	17	25	0.01082	31	0.48426	2.129	0.55892	calibrated	False	0.53081	723.14	60	0.32229	0.013647		NTAM- is on 1% of your boards; you own none of the 25 words on it yet; enumerability 0.6 is below the band, so it is a study item and not a board cue.
7466	ELAP	4	False	misswipe	0.013647	0.03821	0	0	0.19105	2.8	0	0	1	4	44	21	55	0.01082	31	0.73922	2.4516	0.85319	calibrated	False	0.52041	1205.4	60	0.32229	0.013647		ELAP- is on 1% of your boards; you own 1 of the 55 words on it; enumerability 0.9 is below the band, so it is a study item and not a board cue.
7467	MORR	4	False	misswipe	0.013647	0.03821	0	0	0.19105	2.8	0	0	0	0	20	23	34	0.01082	31	1.0342	2.2581	1.1936	calibrated	False	0.56646	1145.5	60	0.32229	0.013647		MORR- is on 1% of your boards; you own none of the 34 words on it yet; enumerability 1.2 is below the band, so it is a study item and not a board cue.
7468	EGATE	5	False	misswipe	0.013647	0.03821	0	0	0.19105	2.8	0	0	0	2	32	28	62	0.01082	31	0.98495	2.129	0.90992	calibrated	False	0.62925	1389.8	60	0.32229	0.013647		EGATE- is on 1% of your boards; you own none of the 62 words on it yet; enumerability 0.9 is below the band, so it is a study item and not a board cue.
7469	GOIN	4	False	misswipe	0.013647	0.03821	0	0	0.19105	2.8	0	0	0	0	18	31	35	0.01082	31	0.87712	2.0968	1.0123	calibrated	False	0.52529	1025.1	60	0.32229	0.013647		GOIN- is on 1% of your boards; you own none of the 35 words on it yet; enumerability 1.0 is below the band, so it is a study item and not a board cue.
7470	MACR	4	False	misswipe	0.013647	0.03821	0	0	0.19105	2.8	0	0	0	0	17	30	36	0.01082	31	0.15621	2.0323	0.18029	calibrated	False	0.49307	205.17	60	0.32229	0.013647		MACR- is on 1% of your boards; you own none of the 36 words on it yet; enumerability 0.2 is below the band, so it is a study item and not a board cue.
7471	NSIG	4	False	misswipe	0.013647	0.03821	0	0	0.19105	2.8	0	0	0	2	23	28	43	0.01082	31	0.28449	1.5806	0.32835	calibrated	False	0.49093	410.34	60	0.32229	0.013647		NSIG- is on 1% of your boards; you own none of the 43 words on it yet; enumerability 0.3 is below the band, so it is a study item and not a board cue.
7472	PESE	4	False	misswipe	0.013647	0.03821	0	0	0.19105	2.8	0	0	0	2	12	16	22	0.01082	31	0.3756	1.6129	0.4335	calibrated	False	0.52034	547.15	60	0.32229	0.013647		PESE- is on 1% of your boards; you own none of the 22 words on it yet; enumerability 0.4 is below the band, so it is a study item and not a board cue.
7473	SACH	4	False	misswipe	0.013647	0.03821	0	0	0.19105	2.8	0	0	1	3	14	11	22	0.01082	31	0.37231	1.7742	0.42971	calibrated	False	0.52814	578.91	60	0.32229	0.013647		SACH- is on 1% of your boards; you own 1 of the 22 words on it; enumerability 0.4 is below the band, so it is a study item and not a board cue.
7474	DANTS	5	True	misswipe	0.013647	0.03821	0	0	0.19105	2.8	0	0	0	0	10	10	13	0.01082	31	0.53827	1.1613	0.49727	calibrated	False	0.6498	836.13	60	0.32229	0.013647		DANTS- is on 1% of your boards; you own none of the 13 words on it yet; enumerability 0.5 is below the band, so it is a study item and not a board cue.
7475	CTANE	5	False	misswipe	0.013647	0.03821	0	0	0.19105	2.8	0	0	0	0	4	3	4	0.01082	31	0.37039	1.5806	0.34218	calibrated	False	0.70106	569.14	60	0.32229	0.013647		CTANE- is on 1% of your boards; you own none of the 4 words on it yet; enumerability 0.3 is below the band, so it is a study item and not a board cue.
7476	DESTI	5	False	misswipe	0.013647	0.03821	0	0	0.19105	2.8	0	0	0	2	10	9	16	0.01082	31	0.29097	1.6452	0.26881	calibrated	False	0.60626	485.33	60	0.32229	0.013647		DESTI- is on 1% of your boards; you own none of the 16 words on it yet; enumerability 0.3 is below the band, so it is a study item and not a board cue.
7477	RIONE	5	False	misswipe	0.013647	0.03821	0	0	0.19105	2.8	0	0	1	0	8	3	9	0.01082	31	0.1589	1	0.1468	calibrated	False	0.60847	287.21	60	0.32229	0.013647		RIONE- is on 1% of your boards; you own 1 of the 9 words on it; enumerability 0.1 is below the band, so it is a study item and not a board cue.
7478	NEB	3	True	alpha	0.013641	0.051838	0	0.17286	0.25919	3.8	1	0	1	3	54	81	98	0.035602	102	1.3687	1.8333	2.4862	calibrated	True	0.41409	900.62	58	0.13288	0.05913	NEBS	NEB- is on 4% of your boards; you own 1 of the 98 words on it; the queue wants NEBS (0.2 points a game between 1 word); enumerability 2.5 is inside the 2-6 band, so it also works as something to scan for on a board.
7479	OBEL	4	False	misswipe	0.013641	0.038196	0	0	0.19098	2.8	0	0	0	2	23	31	38	0.01082	31	0.82911	2.4516	0.95694	calibrated	False	0.52632	1022.9	59	0.32217	0.013641		OBEL- is on 1% of your boards; you own none of the 38 words on it yet; enumerability 1.0 is below the band, so it is a study item and not a board cue.
7480	OYED	4	False	misswipe	0.013635	0.038179	0	0	0.19089	2.8	0	0	1	4	20	34	42	0.011169	32	1.2982	1.8438	1.4983	calibrated	False	0.57465	690.54	57	0.31196	0.013635		OYED- is on 1% of your boards; you own 1 of the 42 words on it; enumerability 1.5 is below the band, so it is a study item and not a board cue.
7481	COW	3	True	misswipe	0.013634	0.022904	0	0	0.11452	1.68	0	0	3	8	86	182	197	0.020593	59	3.4005	4.0678	6.1767	calibrated	False	0.42693	2088.9	47	0.10151	0.013634		COW- is on 2% of your boards; you already own 3 of the 197 words on it (182 of them extend the stem's own path), so the rest cost little; enumerability 6.2 is above the band: study it, but do not hunt for it, there is too much under the stem to check.
7482	NTENT	5	False	misswipe	0.013632	0.038169	0	0	0.19084	2.8	0	0	0	1	12	18	21	0.01082	31	1.0619	1.871	0.98101	calibrated	False	0.64594	966.46	59	0.32194	0.013632		NTENT- is on 1% of your boards; you own none of the 21 words on it yet; enumerability 1.0 is below the band, so it is a study item and not a board cue.
7483	NSOLE	5	False	misswipe	0.013632	0.038169	0	0	0.19084	2.8	0	0	0	1	25	14	26	0.01082	31	0.66023	1.4194	0.60994	calibrated	False	0.62783	1143	59	0.32194	0.013632		NSOLE- is on 1% of your boards; you own none of the 26 words on it yet; enumerability 0.6 is below the band, so it is a study item and not a board cue.
7484	TODI	4	False	misswipe	0.013629	0.03816	0	0	0.1908	2.8	0	0	0	0	3	8	9	0.011169	32	0.23091	1.0625	0.26651	calibrated	False	0.47917	316.17	59	0.31181	0.013629		TODI- is on 1% of your boards; you own none of the 9 words on it yet; enumerability 0.3 is below the band, so it is a study item and not a board cue.
7485	TRION	5	False	misswipe	0.013629	0.03816	0	0	0.1908	2.8	0	0	1	0	8	6	12	0.011169	32	0.24398	1.0312	0.22539	calibrated	False	0.63161	431.83	59	0.31181	0.013629		TRION- is on 1% of your boards; you own 1 of the 12 words on it; enumerability 0.2 is below the band, so it is a study item and not a board cue.
7486	DOSH	4	True	misswipe	0.013629	0.03816	0	0	0.1908	2.8	0	0	0	1	4	3	5	0.011169	32	0.89132	1.1875	1.0287	calibrated	False	0.71111	958.55	59	0.31181	0.013629		DOSH- is on 1% of your boards; you own none of the 5 words on it yet; enumerability 1.0 is below the band, so it is a study item and not a board cue.
7487	THION	5	False	misswipe	0.013626	0.038153	0	0	0.19077	2.8	0	0	0	0	15	19	22	0.01082	31	1.044	1.5806	0.96448	calibrated	False	0.62552	1759.6	59	0.32181	0.013626		THION- is on 1% of your boards; you own none of the 22 words on it yet; enumerability 1.0 is below the band, so it is a study item and not a board cue.
7488	SHOL	4	False	alpha	0.013623	0.051769	0	0.68063	0.25884	3.8	1	0	0	0	12	10	17	0.01466	42	0.76417	1.2143	0.88198	calibrated	False	0.56095	756.78	60	0.32229	0.19274	SHOLA	SHOL- is on 1% of your boards; you own none of the 17 words on it yet; the queue wants SHOLA (0.7 points a game between 1 word); enumerability 0.9 is below the band, so it is a study item and not a board cue.
7489	OBI	3	True	alpha	0.013615	0.04983	0	0.21341	0.24915	3.66	3	0	5	8	144	182	239	0.0363	104	3.6249	4.2692	6.5842	calibrated	False	0.41672	2400.9	53	0.12528	0.071923	OBIT OBIS BIOS	OBI- is on 4% of your boards; you already own 5 of the 239 words on it (182 of them extend the stem's own path), so the rest cost little; the queue wants OBIT, OBIS, BIOS (0.2 points a game between 3 words); enumerability 6.6 is above the band: study it, but do not hunt for it, there is too much under the stem to check.
7490	TONIT	5	False	alpha	0.013611	0.051722	0	0.31619	0.25861	3.8	1	0	0	1	4	3	5	0.015707	45	0.67205	1.6	0.62086	calibrated	False	0.70106	1034.5	58	0.30053	0.096819	TONITE	TONIT- is on 2% of your boards; you own none of the 5 words on it yet; the queue wants TONITE (0.3 points a game between 1 word); enumerability 0.6 is below the band, so it is a study item and not a board cue.
7491	CID	3	True	par	0.013609	0.062873	0.88998	0.0088645	0.31436	4.62	4	0	2	13	156	271	344	0.058988	169	2.9844	3.5444	5.4208	calibrated	True	0.38454	1909.5	52	0.097275	0.20816	CIDER CAID CADI DISC	CID- is on 6% of your boards; you already own 2 of the 344 words on it (271 of them extend the stem's own path), so the rest cost little; the queue wants CIDER, CAID, CADI (0.9 points a game between 4 words); enumerability 5.4 is inside the 2-6 band, so it also works as something to scan for on a board.
7492	EUDS	4	False	misswipe	0.013608	0.038101	0	0	0.19051	2.8	0	0	0	1	8	3	9	0.01082	31	0.1663	1.0968	0.19194	calibrated	False	0.75556	160.11	59	0.32137	0.013608		EUDS- is on 1% of your boards; you own none of the 9 words on it yet; enumerability 0.2 is below the band, so it is a study item and not a board cue.
7493	PITS	4	True	par	0.013607	0.051708	2.2525	0	0.25854	3.8	1	0	0	4	23	31	45	0.015358	44	0.69109	1.1136	0.79763	calibrated	False	0.53169	181.86	59	0.30728	0.60636	SPITS	PITS- is on 2% of your boards; you own none of the 45 words on it yet; the queue wants SPITS (2.3 points a game between 1 word); enumerability 0.8 is below the band, so it is a study item and not a board cue.
7494	AIRIE	5	False	misswipe	0.013607	0.0381	0	0	0.1905	2.8	0	0	0	3	22	20	28	0.011169	32	0.98102	2.0938	0.9063	calibrated	False	0.66071	1506.3	59	0.31132	0.013607		AIRIE- is on 1% of your boards; you own none of the 28 words on it yet; enumerability 0.9 is below the band, so it is a study item and not a board cue.
7495	ACHIE	5	False	misswipe	0.013607	0.0381	0	0	0.1905	2.8	0	0	0	5	14	24	31	0.011169	32	0.93997	1.625	0.86837	calibrated	False	0.61301	498.76	59	0.31132	0.013607		ACHIE- is on 1% of your boards; you own none of the 31 words on it yet; enumerability 0.9 is below the band, so it is a study item and not a board cue.
7496	SANN	4	False	misswipe	0.013605	0.038093	0	0	0.19047	2.8	0	0	1	2	15	17	24	0.01082	31	0.27303	1.5484	0.31512	calibrated	False	0.52988	22.292	59	0.3213	0.013605		SANN- is on 1% of your boards; you own 1 of the 24 words on it; enumerability 0.3 is below the band, so it is a study item and not a board cue.
7497	REAME	5	True	misswipe	0.013599	0.022846	0	0	0.11423	1.68	0	0	6	6	40	24	60	0.017103	49	1.9703	2.4286	1.8202	calibrated	False	0.66262	1226.9	56	0.12191	0.013599		REAME- is on 2% of your boards; you already own 6 of the 60 words on it (24 of them extend the stem's own path), so the rest cost little; enumerability 1.8 is below the band, so it is a study item and not a board cue.
7498	RAGD	4	False	misswipe	0.013594	0.038063	0	0	0.19032	2.8	0	0	0	2	8	7	12	0.011169	32	0.48665	1.2188	0.56168	calibrated	False	0.55533	435.65	59	0.31101	0.013594		RAGD- is on 1% of your boards; you own none of the 12 words on it yet; enumerability 0.6 is below the band, so it is a study item and not a board cue.
7499	GOIT	4	False	misswipe	0.013588	0.038046	0	0	0.19023	2.8	0	0	0	1	9	10	11	0.011169	32	0.71148	2.3438	0.82116	calibrated	False	0.56587	1122.9	58	0.31087	0.013588		GOIT- is on 1% of your boards; you own none of the 11 words on it yet; enumerability 0.8 is below the band, so it is a study item and not a board cue.
7500	SUND	4	False	misswipe	0.013588	0.038046	0	0	0.19023	2.8	0	0	0	3	36	33	48	0.011169	32	1.5918	2.7188	1.8372	calibrated	False	0.55075	2092.7	58	0.31087	0.013588		SUND- is on 1% of your boards; you own none of the 48 words on it yet; enumerability 1.8 is below the band, so it is a study item and not a board cue.
7501	AMIS	4	True	par	0.013585	0.065206	0.91146	0.38873	0.32603	4.8	2	0	0	4	92	83	134	0.047469	136	2.6116	2.7279	3.0142	calibrated	True	0.53251	2785.1	55	0.12536	0.28446	RAMIS TAMIS	AMIS- is on 5% of your boards; you own none of the 134 words on it yet; the queue wants RAMIS, TAMIS (1.3 points a game between 2 words); enumerability 3.0 is inside the 2-6 band, so it also works as something to scan for on a board.
