key	len	boards	present	found	foundByOpp	cellmateMissedPts	missedPts	completion
ACEERRS	7	2	4	0	1	0	7200	0
ACEENRT	7	2	4	0	0	0	7200	0
ACEERS	6	16	32	0	4	0	44800	0
ACEERSS	7	3	6	0	1	0	10800	0
ACEESS	6	6	12	0	2	0	16800	0
ACEESSTT	8	1	2	0	0	0	4400	0
ACEFIL	6	1	2	0	0	0	2800	0
ACEFINS	7	1	2	0	0	0	3600	0
ACEENS	6	7	14	0	1	0	19600	0
ACEENRST	8	2	4	0	0	0	8800	0
ACEHLRT	7	3	6	0	0	0	10800	0
ACEEMNS	7	3	6	0	1	0	10800	0
ACEELQRRU	9	1	2	0	0	0	5200	0
ACEELRST	8	2	4	0	1	0	8800	0
ACEELSST	8	4	8	0	0	0	17600	0
ACEELST	7	12	24	0	0	0	43200	0
ERSSTY	6	17	34	0	1	0	47600	0
ERSSTW	6	4	8	0	2	0	11200	0
ACEEMR	6	13	26	0	0	0	36400	0
ACEENRS	7	14	29	0	1	0	52200	0
ACEEMRR	7	1	2	0	1	0	3600	0
ACEEMRRS	8	2	4	0	0	0	8800	0
ACEEMRS	7	8	16	0	0	0	28800	0
ACEENOST	8	2	4	0	0	0	8800	0
ACEENRRST	9	1	2	0	0	0	5200	0
ERRSSTU	7	1	2	0	1	0	3600	0
EPRSSY	6	1	2	0	0	0	2800	0
ACEFIORST	9	2	4	0	0	0	10400	0
ACEFIR	6	2	4	0	0	0	5600	0
ACEHLNR	7	1	2	0	0	0	3600	0
ACEHINY	7	1	2	0	0	0	3600	0
ACEHIOST	8	1	2	0	0	0	4400	0
ACEHIRST	8	2	4	0	0	0	8800	0
ACEHIST	7	1	2	0	0	0	3600	0
EORTX	5	3	6	0	0	0	4800	0
ACEHK	5	3	6	0	0	0	4800	0
ACEHLOR	7	5	12	0	0	0	21600	0
ACEGHINT	8	1	2	0	0	0	4400	0
ACEHLORS	8	1	2	0	0	0	4400	0
ACEHLORST	9	2	4	0	0	0	10400	0
ACEHLORT	8	2	4	0	0	0	8800	0
EORSX	5	3	6	0	0	0	4800	0
ACEHLOS	7	1	2	0	0	0	3600	0
ACEHLP	6	1	2	0	0	0	2800	0
ACEHINS	7	1	2	0	1	0	3600	0
EOSSTTU	7	3	6	0	0	0	10800	0
ACEHINRSTU	10	1	2	0	0	0	6000	0
ACEHILT	7	4	8	0	0	0	14400	0
EOSTTU	6	14	28	0	3	0	39200	0
ACEHHST	7	1	2	0	1	0	3600	0
ACEGLOT	7	1	2	0	0	0	3600	0
ACEGIRST	8	3	6	0	0	0	13200	0
ACEGINRS	8	1	2	0	1	0	4400	0
ACEGIMNR	8	1	2	0	0	0	4400	0
ACEGILNR	8	1	2	0	0	0	4400	0
EOWY	4	13	26	0	0	0	10400	0
ACEGILN	7	1	2	0	0	0	3600	0
ACEGHRT	7	1	2	0	0	0	3600	0
ACEGHRS	7	1	2	0	0	0	3600	0
ACEGHR	6	1	2	0	0	0	2800	0
EPRRSY	6	2	4	0	1	0	5600	0
ACEELQRRSU	10	1	2	0	0	0	6000	0
ERSTUU	6	6	12	0	0	0	16800	0
ERSTUV	6	1	2	0	0	0	2800	0
ACDILNOT	8	1	2	0	0	0	4400	0
ACDIIRS	7	1	2	0	0	0	3600	0
FHIRST	6	6	14	0	3	0	19600	0
OORSTU	6	2	4	0	0	0	5600	0
FGLSTUU	7	1	2	0	0	0	3600	0
FGLOS	5	4	8	0	1	0	6400	0
ACDIIRT	7	4	8	0	0	0	14400	0
FGIINTT	7	1	2	0	0	0	3600	0
FFINS	5	2	4	0	1	0	3200	0
ACDILS	6	3	6	0	0	0	8400	0
ACDIMNO	7	2	4	0	0	0	7200	0
AACDNR	6	2	4	0	1	0	5600	0
ACDINRU	7	1	2	0	0	0	3600	0
ACDINS	6	4	8	0	1	0	11200	0
FFLSU	5	1	2	0	0	0	1600	0
ACDHOR	6	3	6	0	0	0	8400	0
AACEEHRS	8	1	2	0	0	0	4400	0
FHORTY	6	1	2	0	0	0	2800	0
FIKLS	5	2	4	2	1	0	1600	0.5
FIKRS	5	2	4	0	1	0	3200	0
AACEGNR	7	1	2	0	0	0	3600	0
AACEGNRS	8	1	2	0	0	0	4400	0
FILLOS	6	1	2	0	0	0	2800	0
AACEHNR	7	3	6	0	0	0	10800	0
AACEHRTT	8	2	4	0	0	0	8800	0
ACDHIR	6	1	2	0	0	0	2800	0
ACDERV	6	1	2	2	0	0	0	1
ACDERTU	7	1	2	0	0	0	3600	0
FILORST	7	1	2	0	0	0	3600	0
ACDERTT	7	13	26	0	1	0	46800	0
ACDEPRS	7	1	2	0	1	0	3600	0
ACDEORRS	8	1	2	0	0	0	4400	0
ACDIORT	7	2	4	0	0	0	7200	0
FFGINOS	7	1	2	0	0	0	3600	0
ERSTUY	6	1	2	0	0	0	2800	0
ACEELLRR	8	1	2	0	0	0	4400	0
ACEEILNORST	11	1	2	0	0	0	6800	0
ACEEILPS	8	1	2	0	0	0	4400	0
ACEEIMRR	8	1	2	0	0	0	4400	0
ACEEINRST	9	3	6	0	0	0	15600	0
ACEEINRT	8	6	12	0	0	0	26400	0
ACEEIRSTU	9	2	4	0	0	0	10400	0
ACEELN	6	7	14	0	0	0	19600	0
FFGINO	6	1	2	0	0	0	2800	0
ACEELNR	7	5	10	0	1	0	18000	0
ACEELNRS	8	1	2	0	0	0	4400	0
AACDIR	6	3	6	0	0	0	8400	0
ACEELNS	7	4	8	0	0	0	14400	0
ACEELPR	7	1	2	0	0	0	3600	0
ACEELPSTU	9	1	2	0	0	0	5200	0
ACEEILMNS	9	1	2	0	0	0	5200	0
ACEEHT	6	8	16	0	0	0	22400	0
ACEEHPS	7	1	2	0	1	0	3600	0
ACEEHPRS	8	1	2	0	2	0	4400	0
ACEEHIT	7	1	2	0	0	0	3600	0
ACEEHIRT	8	1	2	0	0	0	4400	0
ACEEHIMNS	9	1	2	0	0	0	5200	0
ACEEHILMS	9	1	2	0	0	0	5200	0
ESTWY	5	7	14	0	1	0	11200	0
ACDRY	5	2	4	0	0	0	3200	0
ACDNORS	7	3	6	0	0	0	10800	0
ACDNOR	6	7	14	0	0	0	19600	0
ACDLU	5	2	4	0	1	0	3200	0
ACDLS	5	6	12	0	2	0	9600	0
ACDIT	5	25	50	0	1	0	40000	0
ACDIST	6	5	10	0	0	0	14000	0
FFGIINR	7	2	4	2	1	0	3600	0.5
ACEHLRST	8	1	2	0	0	0	4400	0
ACEHLST	7	2	4	0	0	0	7200	0
ACDEOPS	7	1	2	0	0	0	3600	0
ACELMSS	7	2	4	0	0	0	7200	0
ACEKRRST	8	2	4	0	3	0	8800	0
ACEKRRT	7	3	6	0	3	0	10800	0
ACEKRSST	8	1	2	0	1	0	4400	0
ENSSTU	6	18	36	0	1	0	50400	0
ACEKRY	6	1	2	0	0	0	2800	0
ACELLOR	7	2	4	0	0	0	7200	0
ACELMST	7	2	4	0	0	0	7200	0
ACEIRSV	7	2	4	0	0	0	7200	0
ACELMU	6	1	2	0	0	0	2800	0
ACELNPS	7	1	2	0	0	0	3600	0
ACELNRS	7	3	6	0	3	0	10800	0
ENRSTTU	7	1	2	0	1	0	3600	0
ACELNSU	7	5	10	0	0	0	18000	0
ACELNU	6	14	29	0	0	0	40600	0
ACEISV	6	2	4	0	0	0	5600	0
ENSUV	5	8	16	0	0	0	12800	0
ACEHLT	6	4	8	0	1	0	11200	0
EOOPPRS	7	1	2	0	1	0	3600	0
EOPPRSS	7	1	2	0	0	0	3600	0
EOPPRRS	7	1	2	0	0	0	3600	0
ACEINT	6	16	33	0	0	0	46200	0
ACEINTT	7	1	2	0	0	0	3600	0
EOOPRSTU	8	1	2	0	0	0	4400	0
ACEIOPRT	8	1	2	0	0	0	4400	0
ACEIORS	7	1	2	0	0	0	3600	0
ACEIRSU	7	3	6	0	0	0	10800	0
ACEIPRS	7	1	2	0	0	0	3600	0
ACEIPS	6	2	4	0	0	0	5600	0
AACDEEST	8	1	2	0	0	0	4400	0
ACEIRRT	7	3	6	0	0	0	10800	0
ACEIRST	7	16	33	0	0	0	59400	0
ACEIRSTTU	9	1	2	0	0	0	5200	0
ENRRTU	6	11	22	4	3	0	25200	0.1818
ACELOOPRR	9	1	2	0	0	0	5200	0
ACELORS	7	12	24	0	1	0	43200	0
ACELY	5	4	8	0	0	0	6400	0
ACELSU	6	6	12	0	1	0	16800	0
AACCDES	7	1	2	0	0	0	3600	0
ENOSSW	6	3	6	0	2	0	8400	0
ACELTT	6	2	4	0	0	0	5600	0
ENOSSTU	7	1	2	0	0	0	3600	0
ENOSSTT	7	13	28	0	0	0	50400	0
ACEMO	5	3	6	0	0	0	4800	0
ACELOSST	8	1	2	0	0	0	4400	0
ACEMOP	6	2	4	0	0	0	5600	0
ACEMOPR	7	2	4	0	1	0	7200	0
AACCDERS	8	1	2	0	0	0	4400	0
ACEMOPRS	8	1	2	0	0	0	4400	0
ACEMOPS	7	1	2	0	0	0	3600	0
ACEMORS	7	1	2	0	0	0	3600	0
ENOSTT	6	22	44	0	0	0	61600	0
ENOSTTU	7	5	10	0	0	0	18000	0
ACELRSU	7	1	2	0	0	0	3600	0
ACELRST	7	28	57	0	4	0	102600	0
AADEMN	6	5	10	0	0	0	14000	0
ACELPSU	7	2	4	0	0	0	7200	0
AACCIL	6	2	4	0	0	0	5600	0
AACCKR	6	1	2	0	0	0	2800	0
AACCLRU	7	1	2	0	0	0	3600	0
ENOX	4	8	16	2	3	0	5600	0.125
ACELPS	6	6	12	2	3	0	14000	0.1667
AACCORU	7	1	2	0	0	0	3600	0
ACELPRST	8	1	2	0	0	0	4400	0
AACCOSTT	8	1	2	0	0	0	4400	0
ACELOSTU	8	1	2	0	0	0	4400	0
ENPRSU	6	2	4	0	0	0	5600	0
ACELOST	7	7	14	0	0	0	25200	0
ACEINSTT	8	2	4	0	0	0	8800	0
EOPPRY	6	1	2	0	0	0	2800	0
ACEINRSS	8	4	8	0	1	0	17600	0
EORRSSTU	8	1	2	0	1	0	4400	0
ACEILL	6	2	4	0	0	0	5600	0
ACEILLMT	8	1	2	0	0	0	4400	0
ACEILLOT	8	1	2	0	0	0	4400	0
ACEILMN	7	1	2	0	0	0	3600	0
ACEILMNS	8	1	2	0	0	0	4400	0
ACEILMR	7	3	6	0	1	0	10800	0
ACEILMS	7	2	4	0	0	0	7200	0
AACDELS	7	2	4	0	0	0	7200	0
ACEILMT	7	2	4	0	0	0	7200	0
ACEILN	6	2	4	0	0	0	5600	0
ACEILNOR	8	2	4	0	0	0	8800	0
ACEILNP	7	1	3	0	0	0	5400	0
AACDERS	7	2	4	0	0	0	7200	0
EOQRTU	6	2	5	0	1	0	7000	0
ACEIKST	7	1	2	0	1	0	3600	0
ACEIKRT	7	1	2	2	1	0	0	1
ACEIKRS	7	1	2	0	0	0	3600	0
ACEIKR	6	2	4	0	0	0	5600	0
ACEIIMNRT	9	1	3	0	0	0	7800	0
ACEHPRY	7	1	2	0	0	0	3600	0
ACEHPRST	8	1	2	0	1	0	4400	0
EORSSTV	7	1	2	0	0	0	3600	0
ACEHPR	6	3	6	0	0	0	8400	0
EORSSTY	7	1	2	0	0	0	3600	0
ACEHOR	6	23	46	0	3	0	64400	0
AACDERST	8	2	4	0	0	0	8800	0
ACEHOPS	7	2	4	0	1	0	7200	0
ACEHOP	6	1	2	0	0	0	2800	0
ACEHNRS	7	3	6	0	1	0	10800	0
ACEHMSS	7	2	4	0	0	0	7200	0
ACEHLTT	7	1	2	0	0	0	3600	0
EOQRSTU	7	1	4	0	1	0	7200	0
ACEILNS	7	5	10	0	0	0	18000	0
ACEINOT	7	2	4	0	0	0	7200	0
ACEINNOST	9	1	2	0	0	0	5200	0
ACEIMN	6	13	27	0	0	0	37800	0
ACEIMNST	8	5	10	0	0	0	22000	0
ACEIMRST	8	2	4	0	0	0	8800	0
EOPRSSU	7	4	8	0	0	0	14400	0
ACEIMST	7	14	30	0	0	0	54000	0
ACEIMT	6	24	51	0	1	0	71400	0
ACEINNST	8	3	6	0	0	0	13200	0
ACEILORS	8	6	12	0	3	0	26400	0
ACEINOP	7	1	2	0	0	0	3600	0
EOPRRSU	7	1	2	0	2	0	3600	0
ACEINOPS	8	2	4	0	0	0	8800	0
OPRSSTU	7	3	7	0	2	0	12600	0
ACEINORST	9	2	4	0	0	0	10400	0
ACEINORT	8	7	14	0	0	0	30800	0
ACEILTT	7	2	4	0	1	0	7200	0
ACEILSST	8	1	2	0	0	0	4400	0
ACEILRV	7	3	6	0	0	0	10800	0
ACEILRT	7	6	13	0	1	0	23400	0
EOPRV	5	4	8	0	1	0	6400	0
ACEILRST	8	4	8	0	0	0	17600	0
ACEILRS	7	4	8	0	0	0	14400	0
ACEILPST	8	1	2	0	0	0	4400	0
AACDELN	7	6	12	0	0	0	21600	0
ACEILPR	7	1	2	0	0	0	3600	0
OPPSY	5	1	2	0	0	0	1600	0
EOPSSU	6	1	2	0	0	0	2800	0
EOPSSY	6	5	11	0	0	0	15400	0
ACEILP	6	6	13	0	0	0	18200	0
AEEMOSW	7	1	2	0	0	0	3600	0
EOPSTTU	7	1	2	0	0	0	3600	0
EOPSX	5	1	2	0	1	0	1600	0
ACDEORR	7	3	6	0	0	0	10800	0
FINOTY	6	1	2	0	0	0	2800	0
ABEORTT	7	4	8	0	0	0	14400	0
AACHIMS	7	2	4	0	0	0	7200	0
ABLRWY	6	1	2	0	0	0	2800	0
ABLSTY	6	1	2	0	0	0	2800	0
GILSU	5	3	6	0	0	0	4800	0
ABLSUY	6	4	8	0	0	0	11200	0
GILOOS	6	1	2	0	0	0	2800	0
GILOO	5	6	12	0	0	0	9600	0
GILNTY	6	5	10	0	0	0	14000	0
GIMNOSTU	8	1	2	0	0	0	4400	0
ABMRSU	6	1	2	0	0	0	2800	0
ABMRU	5	3	6	0	1	0	4800	0
GILNSTU	7	2	4	0	1	0	7200	0
ABMRY	5	1	2	0	0	0	1600	0
ABNRSU	6	2	4	0	0	0	5600	0
ABNRTU	6	2	4	0	0	0	5600	0
AACHKR	6	3	6	0	0	0	8400	0
ABLORS	6	4	8	0	2	0	11200	0
ACCEILS	7	1	2	0	0	0	3600	0
ABLMRU	6	5	11	0	0	0	15400	0
AACILM	6	7	14	0	0	0	19600	0
GINOOP	6	8	16	0	3	0	22400	0
ABIRU	5	10	20	0	0	0	16000	0
AACHTT	6	7	14	0	1	0	19600	0
GINNRSU	7	2	4	0	1	0	7200	0
GINNOW	6	3	6	0	1	0	8400	0
GINNOSW	7	1	2	2	0	0	0	1
AACHKRS	7	1	2	0	0	0	3600	0
ABLNTU	6	1	2	0	0	0	2800	0
GINNORSS	8	2	4	0	0	0	8800	0
ABLOOR	6	3	6	0	0	0	8400	0
AACHNS	6	20	43	0	1	0	60200	0
ABLOORS	7	2	4	0	0	0	7200	0
ABLOORST	8	1	2	0	0	0	4400	0
NPRSUU	6	1	2	0	0	0	2800	0
AACHIMRS	8	1	2	0	0	0	4400	0
ABNSTU	6	2	4	0	0	0	5600	0
ACCEHOR	7	1	2	0	0	0	3600	0
ACCEEPRST	9	1	2	0	0	0	5200	0
ACCEEPRT	8	1	2	0	0	0	4400	0
ACCEHIL	7	1	2	0	0	0	3600	0
GIINSST	7	2	4	0	0	0	7200	0
ACCEHNR	7	8	16	0	0	0	28800	0
ACCEHNRS	8	2	4	0	0	0	8800	0
AACFIS	6	1	2	0	0	0	2800	0
AACGHN	6	1	2	0	0	0	2800	0
ACCEHST	7	1	2	0	0	0	3600	0
GIINPPS	7	1	2	2	0	0	0	1
AACFILS	7	1	2	0	0	0	3600	0
GIINORT	7	2	4	0	0	0	7200	0
ACCEIL	6	2	4	0	0	0	5600	0
AACETV	6	3	6	0	2	0	8400	0
GILLNORST	9	2	4	0	1	0	10400	0
GILLUY	6	1	2	0	0	0	2800	0
ACCEEORT	8	1	2	0	0	0	4400	0
GILNNOOS	8	1	2	0	0	0	4400	0
ACCEELNOSV	10	1	2	0	0	0	6000	0
GILNOO	6	6	12	0	0	0	16800	0
ACCDEORTU	9	1	2	0	0	0	5200	0
ABSSY	5	1	2	0	1	0	1600	0
GILNOOST	8	4	9	3	2	0	13200	0.3333
ABRU	4	26	52	0	4	0	20800	0
ABRSW	5	9	18	0	1	0	14400	0
ABOUY	5	1	2	0	0	0	1600	0
GILNOST	7	1	2	0	0	0	3600	0
AACFLRST	8	1	2	0	0	0	4400	0
ABORTU	6	3	6	0	0	0	8400	0
AACFLRT	7	1	2	0	0	0	3600	0
ABNTU	5	7	14	0	0	0	11200	0
GINOORST	8	1	2	2	2	0	0	1
ABIRTU	6	2	4	0	0	0	5600	0
GINOPPST	8	1	2	2	0	0	0	1
ABGINY	6	1	2	0	0	0	2800	0
ABGINOS	7	1	2	0	0	0	3600	0
GIORTU	6	1	2	0	0	0	2800	0
GIORT	5	12	24	0	0	0	19200	0
GIORST	6	5	10	0	0	0	14000	0
GIORS	5	23	46	0	0	0	36800	0
ABGINOST	8	1	2	0	0	0	4400	0
ABGNO	5	10	22	0	0	0	17600	0
ABHIS	5	8	16	0	0	0	12800	0
ABGNOO	6	2	4	0	0	0	5600	0
ABGNOR	6	1	2	0	0	0	2800	0
ABGNOS	6	4	8	0	0	0	11200	0
ABGOR	5	1	2	0	0	0	1600	0
GINRU	5	9	18	0	0	0	14400	0
AACINOR	7	1	2	0	0	0	3600	0
ABGINO	6	2	4	0	0	0	5600	0
ABGILNST	8	1	2	2	2	0	0	1
ABGIKNS	7	1	2	2	1	0	0	1
ABGIKNR	7	1	2	0	0	0	3600	0
ABGGNO	6	1	2	0	0	0	2800	0
AACINR	6	17	36	0	0	0	50400	0
ABFLOSTU	8	1	2	0	0	0	4400	0
ABETTU	6	2	4	0	0	0	5600	0
AACINRS	7	8	18	0	0	0	32400	0
ABESTU	6	1	2	0	0	0	2800	0
ABESSU	6	2	4	0	0	0	5600	0
AACINS	6	4	8	0	0	0	11200	0
ABERSY	6	2	4	0	0	0	5600	0
ABERSTU	7	2	4	0	0	0	7200	0
GLOOY	5	5	10	0	0	0	8000	0
GLOP	4	16	32	0	0	0	12800	0
ABERSSU	7	6	13	0	0	0	23400	0
GINRTU	6	3	6	0	1	0	8400	0
GINRSTY	7	1	2	0	0	0	3600	0
ABIRSU	6	7	14	0	0	0	19600	0
ABIMR	5	13	29	0	0	0	23200	0
ABIILS	6	1	2	0	0	0	2800	0
ABILNOOST	9	2	4	0	0	0	10400	0
GINORSST	8	1	2	0	0	0	4400	0
ABILNOOT	8	3	6	0	0	0	13200	0
AACILNR	7	2	4	0	0	0	7200	0
ABILOTU	7	1	2	0	0	0	3600	0
ABIMRS	6	7	14	0	0	0	19600	0
GINRSTTU	8	2	4	0	0	0	8800	0
ABIMS	5	7	15	0	0	0	12000	0
ABINOS	6	3	6	0	0	0	8400	0
ABINOT	6	3	6	0	0	0	8400	0
GINOPRU	7	1	2	0	0	0	3600	0
ABINSU	6	5	12	0	0	0	16800	0
ABINU	5	8	16	0	0	0	12800	0
ABIILNS	7	1	2	0	0	0	3600	0
GINORT	6	3	6	0	1	0	8400	0
AACILNT	7	5	10	0	0	0	18000	0
GINORTW	7	1	2	0	0	0	3600	0
ABHU	4	13	26	0	0	0	10400	0
ABHSU	5	20	53	0	0	0	42400	0
ABHSSU	6	1	2	0	0	0	2800	0
AACIMN	6	11	22	0	0	0	30800	0
ABHOST	6	3	6	0	0	0	8400	0
AACIMNS	7	2	4	0	0	0	7200	0
ABHORT	6	1	2	0	0	0	2800	0
GINOW	5	4	8	0	1	0	6400	0
GINPRRSU	8	1	2	2	1	0	0	1
ABHMO	5	4	8	0	0	0	6400	0
GINPSTU	7	1	2	0	0	0	3600	0
ABHIT	5	8	16	0	1	0	12800	0
ABHIST	6	2	4	0	0	0	5600	0
GIINORS	7	1	2	0	0	0	3600	0
GIINNRU	7	2	4	0	0	0	7200	0
FIOPRST	7	2	4	0	0	0	7200	0
ACDEILMS	8	1	2	0	0	0	4400	0
GGINOPR	7	1	2	0	0	0	3600	0
GGINO	5	9	18	0	1	0	14400	0
GGILNU	6	3	6	0	0	0	8400	0
GGILNOS	7	1	2	0	0	0	3600	0
ACDEILM	7	8	18	0	0	0	32400	0
AACELMRS	8	1	2	0	0	0	4400	0
ACDEILT	7	3	7	0	0	0	12600	0
GGINOS	6	1	2	0	0	0	2800	0
ACDEINNOT	9	1	2	0	0	0	5200	0
FRSTU	5	10	20	0	0	0	16000	0
ACDEINOS	8	1	2	0	0	0	4400	0
AACEINR	7	3	6	0	0	0	10800	0
ACDEINOT	8	1	2	0	1	0	4400	0
ACDEINOTU	9	2	4	0	0	0	10400	0
ACDEIINT	8	1	2	0	0	0	4400	0
GGINRSU	7	1	2	0	0	0	3600	0
GIINNORS	8	2	4	0	0	0	8800	0
GHHIST	6	3	6	0	1	0	8400	0
GHIINRS	7	1	2	0	2	0	3600	0
GHIILNT	7	1	2	0	0	0	3600	0
GHIILNRS	8	1	2	0	0	0	4400	0
GHIILLNS	8	1	2	2	2	0	0	1
GHHOSU	6	2	4	0	0	0	5600	0
ACDEFILR	8	1	2	0	0	0	4400	0
GHHIOPST	8	1	2	0	0	0	4400	0
GGINRU	6	3	6	0	0	0	8400	0
OOPRSS	6	4	8	0	0	0	11200	0
ACDEGR	6	2	4	0	1	0	5600	0
ACDEHHTT	8	1	2	0	0	0	4400	0
ACDEHIN	7	1	2	0	1	0	3600	0
GGIRS	5	3	6	0	2	0	4800	0
ACDEHNST	8	1	2	0	1	0	4400	0
ACDEINR	7	1	2	0	0	0	3600	0
ACDEINS	7	1	2	0	0	0	3600	0
ACDEINSY	8	2	4	0	0	0	8800	0
ACDENOR	7	1	2	0	0	0	3600	0
ACDELRS	7	2	4	0	0	0	7200	0
ACDELSS	7	3	6	2	1	0	7200	0.3333
ACDELST	7	1	2	0	0	0	3600	0
ACDELW	6	1	2	0	0	0	2800	0
ACDEMNOPR	9	1	2	0	0	0	5200	0
ACDEMOR	7	3	6	0	0	0	10800	0
ACDENORT	8	1	2	0	1	0	4400	0
FOOPS	5	2	4	0	0	0	3200	0
ACDENOS	7	2	4	0	0	0	7200	0
FIRSST	6	7	14	0	3	0	19600	0
ACDENRT	7	3	6	0	1	0	10800	0
ACDENRTU	8	3	6	0	0	0	13200	0
ACDENRU	7	3	6	0	0	0	10800	0
FIOPRT	6	3	6	0	0	0	8400	0
FLOPTU	6	1	2	0	0	0	2800	0
ACDELOR	7	3	6	0	0	0	10800	0
FLORS	5	17	34	0	2	0	27200	0
AACEILNSS	9	1	2	0	0	0	5200	0
ACDELNU	7	3	6	0	0	0	10800	0
ACDELN	6	2	4	0	0	0	5600	0
FLOSU	5	2	4	0	0	0	3200	0
ACDEIST	7	4	8	0	0	0	14400	0
ACDEIRR	7	1	2	0	1	0	3600	0
FLTUY	5	1	2	0	0	0	1600	0
ACDEIPRS	8	1	2	0	0	0	4400	0
FNOORSU	7	2	4	2	0	0	3600	0.5
FNOSTU	6	1	2	0	0	0	2800	0
AACEIMNORST	11	1	2	0	0	0	6800	0
ACDEIPR	7	4	8	0	0	0	14400	0
AACEIMNORT	10	1	2	0	0	0	6000	0
ACDEIOS	7	2	4	0	0	0	7200	0
ACDEERST	8	1	2	0	0	0	4400	0
GHIINTT	7	1	2	0	2	0	3600	0
GHILNSU	7	1	2	0	0	0	3600	0
ACDDEENST	9	1	2	0	0	0	5200	0
ACCILNOT	8	1	2	0	0	0	4400	0
ACCIRR	6	1	2	0	0	0	2800	0
ACCIRS	6	2	4	0	0	0	5600	0
AACERST	7	7	14	0	2	0	25200	0
ACCITT	6	4	8	0	0	0	11200	0
ACCOSS	6	1	2	0	0	0	2800	0
GIIKNST	7	3	6	0	0	0	10800	0
GHOTU	5	7	14	0	1	0	11200	0
AACENSTT	8	1	2	0	0	0	4400	0
GIIKNR	6	1	2	0	0	0	2800	0
GIIKLNT	7	1	2	0	0	0	3600	0
GIIKLNNS	8	1	2	0	0	0	4400	0
GIIKLNN	7	1	2	0	0	0	3600	0
ACDDIST	7	1	2	0	0	0	3600	0
AACESTV	7	1	2	0	1	0	3600	0
ACCILNO	7	2	4	0	0	0	7200	0
ACCIIST	7	4	8	0	0	0	14400	0
ACCIINOT	8	1	2	0	0	0	4400	0
ACCGINORTU	10	1	2	0	0	0	6000	0
ACCERSU	7	3	6	0	1	0	10800	0
ACCERS	6	4	8	0	0	0	11200	0
GIILNSTT	8	2	4	0	2	0	8800	0
ACCENOST	8	1	2	0	0	0	4400	0
ACCELR	6	2	4	0	0	0	5600	0
GIILNTT	7	1	2	0	0	0	3600	0
ACCEIPS	7	1	2	0	0	0	3600	0
GIIMNNTU	8	1	2	0	0	0	4400	0
ACCEINO	7	1	2	0	0	0	3600	0
ACCEIMR	7	2	4	0	0	0	7200	0
GIINNOP	7	3	6	0	0	0	10800	0
GIINNOR	7	2	4	0	0	0	7200	0
GHRSU	5	6	12	0	1	0	9600	0
GHOSTU	6	5	10	0	1	0	14000	0
ACDEERSST	9	1	2	0	0	0	5200	0
GHINOOST	8	1	2	2	2	0	0	1
ACDEELRS	8	2	4	0	0	0	8800	0
GHINOST	7	4	8	0	2	0	14400	0
ACDEELRV	8	1	2	0	0	0	4400	0
GHINORSS	8	1	2	0	0	0	4400	0
ACDEENR	7	1	2	0	0	0	3600	0
ACDEEPR	7	3	6	0	0	0	10800	0
GHINOOS	7	1	2	0	0	0	3600	0
ACDDIT	6	2	4	0	0	0	5600	0
GHINOOP	7	2	4	0	0	0	7200	0
AACELPSTU	9	1	2	0	0	0	5200	0
ACDEEPRT	8	1	2	0	0	0	4400	0
ACDEERRS	8	2	4	0	0	0	8800	0
GHIMST	6	2	4	0	1	0	5600	0
ACDEERRT	8	7	16	0	1	0	35200	0
GHINRTU	7	2	4	0	0	0	7200	0
ACDEELR	7	5	11	0	3	0	19800	0
ACDEELN	7	4	9	0	1	0	16200	0
ACDEEIMT	8	2	4	0	0	0	8800	0
GHINTY	6	2	4	0	0	0	5600	0
GHIPST	6	2	4	2	1	0	2800	0.5
AACELST	7	1	2	0	0	0	3600	0
AACENRST	8	2	4	0	0	0	8800	0
ACDEEIILMS	10	1	2	0	0	0	6000	0
ACDEEHST	8	1	2	0	0	0	4400	0
ACDEEHRT	8	2	4	0	0	0	8800	0
ACDEEHIRS	9	1	2	0	0	0	5200	0
GHLOSU	6	4	9	0	0	0	12600	0
GHLOU	5	4	8	0	1	0	6400	0
GHORTU	6	4	8	0	0	0	11200	0
ACDEEFR	7	1	2	0	0	0	3600	0
GHOSST	6	1	2	0	0	0	2800	0
EGINSSTW	8	2	4	0	0	0	8800	0
CEFHIT	6	1	2	0	0	0	2800	0
AEEMPR	6	3	6	2	0	0	5600	0.3333
AOPRV	5	3	6	0	0	0	4800	0
ARSTTU	6	13	26	0	0	0	36400	0
DEENU	5	3	6	0	0	0	4800	0
ARSTWY	6	1	2	0	0	0	2800	0
ARSUV	5	5	10	0	0	0	8000	0
ASSTTU	6	3	6	0	1	0	8400	0
DEENSU	6	1	2	0	0	0	2800	0
DEENSTU	7	1	2	0	0	0	3600	0
ASTUV	5	4	8	0	0	0	6400	0
ASUV	4	8	16	0	0	0	6400	0
BBDEIL	6	1	2	0	0	0	2800	0
BBDEILR	7	1	2	0	0	0	3600	0
BBDEOR	6	1	2	0	0	0	2800	0
BBDESU	6	1	2	0	1	0	2800	0
BBEILRSTU	9	1	2	0	0	0	5200	0
BBEISSU	7	1	2	0	0	0	3600	0
DEEOORSV	8	1	2	0	2	0	4400	0
DEEOPRRST	9	1	2	0	0	0	5200	0
DEEOPRRT	8	2	5	0	0	0	11000	0
APRSTTU	7	2	4	0	0	0	7200	0
AOPSSTU	7	3	6	0	0	0	10800	0
AOSTTU	6	7	14	0	1	0	19600	0
