stem	boards	size	ptsNoneOpened	youCompletion	topQCompletion	frontierCompletion	uncontestedPerGame
DEALT	21	2.0476	8000	0.6	0.5	0.6	2.7923
NILS	100	2	8000	0.55556	0.5	0.6	2.7923
PRAD	26	2.3846	8000	0.6		0.63158	2.7923
SLIDE	56	2.4286	8000	0.925	1	0.91667	2.7923
TENON	31	2.6129	8000		0.5	0.66667	2.7923
SAUNT	32	2.6875	8000	0.88235	0.8	0.89474	2.7923
GROT	43	2.0698	8000	0.72727	1	0.77273	2.7923
RACHET	23	2.5217	8000	0.80952	1	0.84	2.7923
COTH	26	2.0769	8000	0.72727		0.73077	2.7923
BONIE	23	2.4348	8000	0.77778	0.71429	0.78261	2.7923
ENTAIL	37	2.5135	8000	1	0.9	0.87097	2.7923
STANG	22	2	8000	0.75	0.625	0.83333	2.7923
AGENE	27	2.9259	8000	0.5		0.6	2.7923
ENOL	109	2.2569	8000	0.87097		0.87097	2.7923
AYRE	58	2.5	7800		0.41667	0.42857	2.7225
BLEST	32	2.375	7800	0.5		0.4	2.7225
ORBS	29	2.5517	7800	0.5		0.47368	2.7225
GAPE	21	3.0476	7800	0.85	0.66667	0.86	2.7225
STAW	34	2.1765	7800	0.89655	0.88889	0.84783	2.7225
SKAT	23	3.5652	7800	0.57143	1	0.79412	2.7225
TOOM	25	2.2	7800	0.7	0.5	0.84848	2.7225
GIRN	48	2.9167	7800	0.33333	1	0.58824	2.7225
MOOD	21	2.3333	7800	0.82759	1	0.83333	2.7225
TOED	24	2.0833	7800	0.5		0.5	2.7225
NIMS	23	2.1304	7800	0.66667		0.53846	2.7225
SOUP	26	2.8846	7800	0.77778	0.5	0.70833	2.7225
ALUM	25	2.8	7800			0.16667	2.7225
SOUSE	27	2.2222	7800	0.82609	0.8	0.82857	2.7225
KIND	22	3.4091	7800	0.76471		0.72	2.7225
PROIN	30	2.8333	7800		0.54545	0.66667	2.7225
DESIS	39	2.0513	7800	0.42857	1	0.54545	2.7225
BELT	32	2.5938	7800	0.83871	1	0.83019	2.7225
STILT	29	2.6207	7800	0.75	0.88889	0.88636	2.7225
HAFT	32	3.875	7800	0.75	0.78571	0.83673	2.7225
ERKS	38	2.7368	7800	0.44444		0.5	2.7225
DAINT	38	2.1579	7800	0.5	0.83333	0.71429	2.7225
POLT	27	2.1481	7600	0.78571	0.75	0.77419	2.6527
EASERS	32	2.1875	7600	0.85714	0.9375	0.93443	2.6527
LOFT	26	3.2308	7600	0.68421		0.75	2.6527
DUNT	33	2.1818	7600	0.75	0.55556	0.74194	2.6527
WADE	43	2.7674	7600	0.93333	0.81818	0.88764	2.6527
DACE	56	2.0357	7600	0.75	1	0.81579	2.6527
DEARES	26	2.1154	7600	0.80645	1	0.89744	2.6527
STOIT	45	2.6	7600	0.5	0.5	0.5	2.6527
LURS	22	2.0909	7600	0.4	0.5	0.45455	2.6527
GRID	38	3.0789	7600	0.86111	0.83333	0.91228	2.6527
RINK	22	2.8636	7600	0.81579	0.66667	0.82979	2.6527
HALSE	52	2.7885	7400	0.75	1	0.78261	2.5829
STREAM	22	3.0909	7400	0.71429		0.8125	2.5829
NUDES	29	2.1034	7400	0.83333	0.75	0.73684	2.5829
NOMAD	22	3	7400	0.25		0.5	2.5829
LOATH	26	3.4231	7400	0.4	1	0.83333	2.5829
HARO	75	2.56	7400	0.6	0.5	0.57143	2.5829
FLIR	29	3.069	7400	0.66667		0.58333	2.5829
FIEST	43	2.4651	7400	0.28571		0.3	2.5829
SUNS	20	2.1	7400	0.5		0.58333	2.5829
TOGA	42	2.881	7400	0.9	1	0.75862	2.5829
LOCI	60	2.7833	7400	0.5		0.61111	2.5829
DENTAL	28	2.4643	7400	0.75		0.78571	2.5829
NEMA	101	2.5743	7400	0.83333		0.6	2.5829
MILS	23	2.2174	7400	0.57143	0.33333	0.5	2.5829
RUSSE	22	2.8182	7400	0.6	0.66667	0.63636	2.5829
TRUST	23	3.4348	7400	0.25	0.875	0.73333	2.5829
ORPIN	20	3	7200		0.16667	0.16667	2.5131
ENSATE	25	2.28	7200	0.5		0.5	2.5131
ARNA	94	2.4149	7200	0.63636		0.63636	2.5131
REALES	22	2	7200	0.85	1	0.85714	2.5131
LEAK	20	3.2	7200	0.83333		0.77143	2.5131
ORRA	85	2.5765	7200	0.66667		0.52632	2.5131
STUM	39	2.8974	7200	0.83333	0.83333	0.77778	2.5131
SIMA	86	2.407	7200	0.55556		0.625	2.5131
CHINO	30	2.4667	7200			0.63636	2.5131
SOAP	47	3.0426	7200	0.90476	1	0.81481	2.5131
NERD	137	2.1314	7200	0.76923	1	0.77778	2.5131
ARETT	69	2.1449	7200	0.85714		0.84	2.5131
TATU	49	2.898	7200	1		0.5	2.5131
DRAIN	52	2.4231	7200	0.94444	1	0.92308	2.5131
EASLE	29	2.4828	7200	0.55	0.6875	0.66667	2.5131
TOGE	52	2.3846	7200	0.78947	1	0.79412	2.5131
GREAT	44	2.2273	7200	0.88	1	0.87097	2.5131
MODI	33	2.7576	7200	0.25		0.28571	2.5131
RAIDER	26	2.0769	7200	0.85294	1	0.86842	2.5131
RAISER	25	2.04	7200	0.90909	1	0.86667	2.5131
PEANS	21	2	7000	0.625	0.875	0.75	2.4433
SENATE	42	2.2857	7000	0.875	1	0.78571	2.4433
SCATT	23	2.7391	7000	0.83333	0.77778	0.90244	2.4433
ANISES	22	2.0909	7000		0.5	0.5	2.4433
SERAI	155	2.3226	7000		0.75	0.73684	2.4433
TRIOS	54	2.1852	7000	0.5	0.75	0.64286	2.4433
HARL	62	2.3226	7000	0.94444	0.9	0.86842	2.4433
DETAIN	28	2.2143	7000	0.88235	1	0.9	2.4433
TOSA	45	2.1111	7000	0.33333		0.54545	2.4433
OORIE	46	3.5217	7000	0.5	0.625	0.57143	2.4433
SILER	50	2	7000	0.92857	0.92308	0.92424	2.4433
DOIT	77	2.1429	7000	0.53846	1	0.70968	2.4433
SPRIT	27	3.1111	7000			0.64286	2.4433
SLUR	24	2.6667	7000			0.53846	2.4433
PREST	58	2.6207	7000	0.66667	1	0.81481	2.4433
RETRAIN	20	2.25	7000	0.9	0.5	0.875	2.4433
RUER	49	2.2857	7000	0.6	0.5	0.65217	2.4433
SADIS	29	2.1379	7000	0.66667	0.5	0.58333	2.4433
DREAR	53	2.8868	7000		0.55556	0.66667	2.4433
SOREL	70	2.2429	7000	0.83333	0.83333	0.72222	2.4433
OSIERS	29	2.1034	7000	0.54545	0.5	0.54545	2.4433
RANAS	22	2.1818	6800			0.5	2.3735
DAUT	28	2.5357	6800	1	0.66667	0.73684	2.3735
SABER	23	2.087	6800	0.83333	1	0.875	2.3735
ANTRA	37	2.7297	6800	0.5	0.33333	0.44444	2.3735
MEDIA	43	3.6977	6800	0.2		0.2	2.3735
CREAM	25	2.8	6800	0.66667	1	0.71429	2.3735
VARE	47	2.3617	6800	0.89655	0.78571	0.87273	2.3735
MUTI	29	3.069	6800	0.72222	0.75	0.77273	2.3735
CIRE	100	2	6800	0.9186	0.91667	0.93382	2.3735
RUTS	27	2	6800	0.5	0.5	0.54545	2.3735
MANAT	24	3.4167	6800		0.75	0.5	2.3735
TRASH	43	2.3953	6800	0.96	0.7	0.91489	2.3735
NORMA	26	3.1154	6800	0.33333		0.33333	2.3735
HOLS	27	2.5926	6800	0.5		0.58333	2.3735
LAHS	53	2.434	6800	0.5	0.5	0.53333	2.3735
DUNE	55	2.0727	6800	0.97826	0.9375	0.94318	2.3735
FARSE	29	2.1724	6800	0.9	1	0.91837	2.3735
PIAN	66	3.6212	6800	0.66667	0.33333	0.68182	2.3735
ASHY	37	2.5405	6800	0.53846	0.66667	0.57895	2.3735
DOLT	32	2.0625	6800	0.92		0.85714	2.3735
RESITE	57	2.1754	6800	0.90909	1	0.93846	2.3735
DITA	149	2.5638	6800	0.81818	0.8	0.8125	2.3735
STRIA	82	2.439	6800		0.7	0.66667	2.3735
ALOES	22	2.2273	6800	0.66667	0.5	0.53846	2.3735
PULA	20	3.2	6800	0.42857		0.55556	2.3735
STINGE	32	2.4062	6800	0.91667	1	0.93651	2.3735
HONER	44	2.1364	6800	0.82609	0.94444	0.90909	2.3735
SUER	49	2.0408	6600	0.63158	0.8	0.75862	2.3037
ACNE	111	2.2973	6600	0.8125	0.75	0.825	2.3037
ARRIS	25	2.24	6600	0.5		0.5	2.3037
ROSED	22	2	6600	0.69231	0.5	0.75	2.3037
THRO	101	4.2475	6600	1	0.54545	0.6875	2.3037
OPERA	47	3.1702	6600	1		0.72727	2.3037
TIANS	20	2	6600	0.5	0.5	0.5	2.3037
EGOS	62	2.4839	6600	0.4	0.42857	0.42105	2.3037
CALM	31	2.9677	6600	1		0.71429	2.3037
DROP	30	3.0667	6600	0.625	1	0.625	2.3037
DEER	98	2	6600	0.94	0.88889	0.94521	2.3037
TUNG	23	2.3913	6600	0.71429	0.5	0.69565	2.3037
DRAB	22	2.0455	6600	0.4		0.42857	2.3037
REPLA	25	3.52	6600	0.77778	1	0.82609	2.3037
EDITS	33	2.1818	6600		0.85714	0.75	2.3037
ISLED	62	2.4032	6600	0.5	0.33333	0.375	2.3037
CURET	26	2.0769	6600	0.84615	1	0.90625	2.3037
IRONS	25	2.28	6600		0.5	0.5	2.3037
CLOU	27	3.3704	6600	0.8	0.71429	0.77143	2.3037
RETIME	26	2.3462	6600	0.86364	1	0.875	2.3037
GRUE	35	2.5429	6400	0.64286		0.69565	2.2339
CAMIS	20	2.4	6400	0.66667	1	0.6	2.2339
SWEIR	26	2.5	6400		0.66667	0.6	2.2339
THANE	46	2.587	6400	1	0.5	0.75	2.2339
STONN	34	3	6400	0.92593	1	0.92	2.2339
ENTRY	21	2.4286	6400			0.33333	2.2339
FLEE	32	3.4375	6400	0.84848	1	0.88889	2.2339
ACRED	42	2.5952	6400	0.33333	0.33333	0.375	2.2339
LAMA	27	2.5185	6400	0.66667	0.5	0.76471	2.2339
YALE	51	2.4118	6400	0.71429	0.33333	0.71429	2.2339
EGER	63	3.381	6400		0.5	0.4	2.2339
BOLA	38	2.2368	6400	0.79167	0.6	0.78947	2.2339
TAMER	45	2.1333	6400	0.94	1	0.93548	2.2339
DRANT	44	2.0682	6400	0.8	0.66667	0.80952	2.2339
BLEAR	33	2.2727	6400	0.91667	0.5	0.89189	2.2339
DETER	61	2	6400	0.96875	1	0.94828	2.2339
BEET	23	2.1304	6400	0.87879	1	0.89744	2.2339
NONI	58	2.3966	6400	0.5		0.63636	2.2339
PIRN	32	2.5625	6400	0.375		0.5	2.2339
IRONE	111	2.6036	6400	1	0.96154	0.93443	2.2339
DEEM	33	2.4545	6400	0.76923	1	0.875	2.2339
CAPO	27	4.1111	6200	0.61111	0.5	0.65	2.164
DUEL	45	2.6444	6200	0.8	0.66667	0.825	2.164
GUAN	20	3.95	6200			0.16667	2.164
ALPS	41	2.3415	6200	0.3	0.57143	0.47368	2.164
OFTER	23	2.3913	6200	0.68182	1	0.82759	2.164
HAROS	27	2.5556	6200	0.5		0.33333	2.164
RELET	42	2.0714	6200	0.925	0.75	0.92857	2.164
GIRT	75	2.64	6200	0.76471	0.7	0.81481	2.164
REIGN	47	2.3191	6200		1	0.66667	2.164
STRAP	28	2.1071	6200	0.88235	1	0.86957	2.164
TORIC	31	2.1935	6200		0.625	0.7	2.164
CHERT	43	2.1395	6200	0.86364	1	0.89286	2.164
RATTEN	22	2.3636	6200	1	1	0.89286	2.164
NODI	32	2.5312	6200	0.4		0.4	2.164
SALTIE	36	2.5556	6200	0.86364		0.91429	2.164
SHIEL	30	2.3	6200	0.66667		0.75	2.164
DOAT	92	2.7065	6200	0.95349	0.9	0.94776	2.164
BLAE	80	2.6625	6200	0.70588	0.66667	0.76667	2.164
PYRE	23	2.5217	6200	0.6	1	0.54545	2.164
IDEA	187	3.2674	6200		0.77778	0.6	2.164
TABS	23	2	6200	0.55556	1	0.7	2.164
SECRET	24	2.9583	6200		1	0.5	2.164
PAREN	62	2.7419	6200	0.86667	1	0.88889	2.164
EROSE	82	2.2805	6200	0.5	0.625	0.58333	2.164
LONGE	21	3.5238	6200	0.93548	1	0.90244	2.164
HURL	31	3.1613	6200	0.7		0.70588	2.164
OUTRO	20	2.75	6200		0.4	0.57143	2.164
BREI	68	2.8529	6200	0.8125	1	0.8	2.164
BOND	23	2.4783	6200	0.92308	1	0.90244	2.164
PEEL	31	2.6452	6000	0.73529	0.64286	0.84091	2.0942
WHIR	23	3.8261	6000	1	0.5	0.64286	2.0942
FREET	24	2.75	6000		1	0.55556	2.0942
VAIR	34	2.5294	6000	0.6		0.5	2.0942
CLIP	21	3.2381	6000	0.66667	0.8	0.63158	2.0942
ANNS	29	2.1034	6000	0.42857	0.5	0.45833	2.0942
DOBE	20	2.8	6000	0.66667	0.5	0.63636	2.0942
YARN	33	2.4848	6000	0.9375	0.5	0.81818	2.0942
SMIR	42	2.4524	6000	0.89474		0.77778	2.0942
VERD	21	3.1429	6000	0.4		0.54545	2.0942
SLICE	23	2.7826	6000	0.9375	1	0.88235	2.0942
OINTED	20	2.45	6000	0.5		0.42857	2.0942
STOMA	26	2.6154	6000	0.6	0.66667	0.6	2.0942
CARAT	32	2.9688	6000	0.78947	1	0.88889	2.0942
ALOO	56	2.7857	6000	0.41667	0.66667	0.47368	2.0942
MABE	23	2.2174	6000	0.7		0.77778	2.0942
CORNET	24	2.3333	5800	0.92308	0.57143	0.81818	2.0244
ANION	32	2.3438	5800	1	0.25	0.7	2.0244
HALTER	20	2.7	5800	0.69231	0.75	0.84	2.0244
CLONE	31	2.8065	5800	0.88889	1	0.9	2.0244
DAIS	50	2.14	5800	0.5		0.55556	2.0244
NATTER	29	2.2069	5800	0.87179	0.91667	0.9375	2.0244
MISSA	20	2.4	5800	0.6	0.75	0.66667	2.0244
NOGS	25	2.08	5800	0.625	0.83333	0.65	2.0244
TOLU	42	2.7381	5800			0.375	2.0244
GADS	26	2.2692	5800	0.5		0.53333	2.0244
RESES	31	2.1935	5800	0.44444		0.44444	2.0244
ANNAT	23	2.7391	5800	0.44444	0.66667	0.66667	2.0244
DUAL	35	2.8286	5800	0.78571	0.75	0.8	2.0244
HOIST	47	2.4894	5800	0.92857	1	0.91892	2.0244
ASAR	90	2.2333	5800	0.5	0.33333	0.375	2.0244
LOGO	21	2.5714	5800	0.66667		0.70588	2.0244
GLEAN	22	2.0909	5800	0.77778	1	0.76923	2.0244
HILT	41	2.2439	5800	0.85	0.75	0.84848	2.0244
DORR	36	2.0833	5800	0.81818	1	0.86486	2.0244
TRUES	27	2.1111	5800	0.85714		0.8125	2.0244
DONATE	21	2.5714	5800	1	0.625	0.8	2.0244
CLAN	44	2.6136	5800	0.96	0.53846	0.84444	2.0244
FLARE	26	2.3846	5800	1	0.6	0.9	2.0244
FREES	21	2.0952	5600	0.66667	1	0.75	1.9546
SERRE	21	2.2857	5600	0.88	0.91667	0.87879	1.9546
HAEM	50	2.66	5600			0.33333	1.9546
SPILE	26	2.2308	5600	0.85714	0.81818	0.90244	1.9546
DENET	41	2	5600	0.5	0.5	0.66667	1.9546
TOLT	43	2.4884	5600	1	0.66667	0.83871	1.9546
TONIER	33	2.0303	5600	0.92857	0.66667	0.88889	1.9546
TOPER	39	2.3846	5600	0.79688	1	0.92593	1.9546
PROLE	23	2.9565	5600		0.75	0.75	1.9546
NINER	54	2	5600	0.9	0.83333	0.93939	1.9546
SNIG	45	2.1778	5600	1		0.66667	1.9546
ODAS	43	2.1628	5600	0.59091	0.5	0.57143	1.9546
TURM	28	2.7143	5600	0.8	0.8	0.72222	1.9546
TROY	47	2.5319	5600	0.73333		0.77273	1.9546
HOISE	51	2.3137	5600	0.90909	1	0.85714	1.9546
HIGH	22	4.0909	5600	0.83333		0.70588	1.9546
TRET	179	2.0894	5600	0.92	0.8	0.87755	1.9546
STEME	21	2.1905	5600	0.90909	0.85714	0.8	1.9546
SHEET	24	2.125	5600	0.84615	1	0.87097	1.9546
ETEN	133	2.3534	5600	0.52941		0.52941	1.9546
AURA	56	3.8571	5600		0.16667	0.33333	1.9546
BRIM	22	2.2727	5600	0.73333	0.66667	0.69565	1.9546
MENSA	29	2.3103	5600		0.57143	0.55556	1.9546
IRADES	25	2	5600	0.5	0.75	0.6	1.9546
RETINT	36	2.0556	5400	0.90909	1	0.92308	1.8848
CLART	32	2.2188	5400	0.71429	0.66667	0.82353	1.8848
SHOAL	27	2.5926	5400	0.9	1	0.83333	1.8848
EARST	60	2.0833	5400			0.5	1.8848
GOAL	29	2.4828	5400	1	0.66667	0.83333	1.8848
RENTER	24	2.0833	5400	0.86667	0.78571	0.93182	1.8848
GENA	99	2.3535	5400	0.75	0.6	0.71429	1.8848
IMAGE	22	3.1364	5400		1	0.76471	1.8848
LARK	26	2.5385	5400	0.90323	1	0.89744	1.8848
TERAS	20	2	5400	0.5	0.5	0.5	1.8848
POME	24	2.0417	5400	0.57143	0.5	0.76923	1.8848
SAIC	74	2.6081	5400	0.5	0.25	0.57143	1.8848
THIS	30	2.3667	5400	0.5		0.5	1.8848
SORTIE	43	2.1163	5400	0.86667	1	0.86364	1.8848
DEARN	34	2.1471	5400	0.9375	0.66667	0.93182	1.8848
DEEN	80	2	5400	0.92105	0.91667	0.89744	1.8848
TRIAD	31	2.0968	5400	0.78571	1	0.875	1.8848
CURAT	27	3.3704	5400	1	0.78947	0.92308	1.8848
TRIGO	22	3	5400		0.4	0.4	1.8848
FRET	83	2.2771	5400	0.85714	1	0.88571	1.8848
BOLT	29	2.5517	5400	0.9	1	0.89189	1.8848
TAMINS	24	2.0417	5400	0.5	0.75	0.78571	1.8848
ANNAS	24	2.5833	5400	0.5	0.66667	0.63636	1.8848
RHINE	48	2.0833	5400		0.7	0.78571	1.8848
RIPEN	20	2.55	5200	0.86667	1	0.90476	1.815
MOAT	59	2.1695	5200	0.9	0.90909	0.92683	1.815
SNOD	42	2.0238	5200	0.78571	0.75	0.77778	1.815
TONY	36	2.6667	5200	0.5	0.45455	0.53333	1.815
EMMA	24	3.1667	5200	0.33333		0.4	1.815
ROAM	56	2.6786	5200	0.94595	0.75	0.93103	1.815
PHIS	30	2.5667	5200	0.57143		0.5	1.815
NOLL	20	2.25	5200	0.86364	1	0.81481	1.815
PREP	26	3.2308	5200	1		0.7	1.815
RECTA	25	2.12	5200	0.8	0.66667	0.75	1.815
POSIT	42	2.9762	5200	0.8	1	0.82353	1.815
TEASER	23	2	5000	0.82143	0.83333	0.92857	1.7452
TAMIS	39	2.3333	5000			0.4	1.7452
PULS	21	4	5000	0.73333	0.83333	0.86207	1.7452
SOOLE	31	2.5484	5000	0.89286	1	0.92683	1.7452
UNIS	61	2.3607	5000	0.46154		0.44444	1.7452
ECOS	54	2.0741	5000	0.42857		0.46667	1.7452
ESNE	147	2.2721	5000	0.5	0.6	0.54545	1.7452
STOOL	20	2.35	5000	0.88889		0.88889	1.7452
CORER	26	2.4231	5000	0.69565	0.90909	0.84211	1.7452
SUITE	36	2.8611	5000	1	0.84615	0.88889	1.7452
STEANE	36	2.0556	5000	0.94286	0.94444	0.94545	1.7452
PLEAT	40	2.45	5000	0.89474	1	0.90323	1.7452
TEALS	45	2	5000	0.85185	0.71429	0.89706	1.7452
TOTER	45	2	5000	0.9375	1	0.95238	1.7452
SPIDE	26	2.4615	5000	0.81818	1	0.875	1.7452
RENIN	43	2.0233	5000	0.75	0.9	0.88462	1.7452
GILD	28	3.2143	5000	0.375	0.66667	0.5	1.7452
TENET	39	2	5000	0.85714	0.8	0.89474	1.7452
MAIM	20	2.4	5000	0.90476	1	0.87879	1.7452
RAIK	27	3.2222	5000	0.71429		0.71429	1.7452
ABED	45	2.1778	5000	0.58824	0.5	0.62963	1.7452
NODAL	39	2.641	5000	0.33333		0.4	1.7452
CONNE	21	2.8571	5000	0.91892	0.6	0.93878	1.7452
AIMER	39	2.2051	5000	0.86111	1	0.92	1.7452
SILD	20	2	5000	0.75	0.5	0.75	1.7452
TINY	23	2.1304	4800	0.4	0.5	0.42857	1.6754
BOLO	20	2.05	4800	0.72727		0.72727	1.6754
UREA	134	2.3209	4800		0.57143	0.71429	1.6754
EECH	30	3.4	4800	0.55556		0.54545	1.6754
NAMER	27	2.0741	4800	1	1	0.90909	1.6754
PLED	24	2.6667	4800	0.5	0.5	0.5	1.6754
PARENT	22	2.2273	4800	0.66667	1	0.83333	1.6754
ALERT	105	2.3238	4800	0.625		0.625	1.6754
ENGS	46	2.1739	4800		0.33333	0.4375	1.6754
CURL	25	3.24	4800	0.875	0.75	0.86667	1.6754
DURA	54	2.9074	4800	0.875	0.5	0.73333	1.6754
NOTATE	28	2.4643	4800	1	1	0.90476	1.6754
CITAL	35	2.2857	4800		0.5	0.5	1.6754
NORITE	34	2.2353	4800	0.5		0.5	1.6754
CAPI	20	2.7	4800	0.55556	0.44444	0.55556	1.6754
ORCS	51	2	4800	0.5625		0.63636	1.6754
SOFA	26	2.3462	4800			0.55556	1.6754
WAES	29	2.0345	4800	0.5	0.5	0.5	1.6754
REGS	30	2	4800	0.5	0.5	0.5	1.6754
DEET	102	2	4800	0.85714	0.95	0.925	1.6754
DURN	27	2.2222	4800	0.63636	0.85714	0.75	1.6754
SOTH	40	2.125	4600	0.6875		0.8	1.6056
YARE	27	2	4600	0.5	0.5	0.5	1.6056
THIG	29	2.4138	4600	0.55556		0.70588	1.6056
WENT	35	2	4600	0.88636	1	0.93103	1.6056
TABER	27	2.4074	4600	0.8125	1	0.875	1.6056
THALE	26	2.4615	4600	0.4		0.4	1.6056
TONIC	43	2.9767	4600	0.83333	1	0.78571	1.6056
VITA	46	3.5652	4600	1	0.5	0.77273	1.6056
TWINE	29	3.069	4600	0.66667	1	0.88889	1.6056
SHADE	40	2.525	4600	1	0.94118	0.9625	1.6056
THREE	23	2.1304	4600		0.5	0.7	1.6056
VARS	21	2.1429	4600	0.5	0.5	0.5	1.6056
AALS	48	2.4792	4600	0.5		0.41667	1.6056
RELIE	68	2.6029	4600	0.94545	1	0.96	1.6056
CANG	27	2.3333	4600	0.94118	0.66667	0.91667	1.6056
LIENOR	27	2.4444	4600	0.5	0.5	0.5	1.6056
RIFLE	23	3.3913	4600	1		0.625	1.6056
FAINE	31	3.129	4600	0.78571	1	0.88	1.6056
MUNI	26	2.6538	4600	0.71429	0.8	0.77273	1.6056
DREAD	24	2.75	4600		0.625	0.7	1.6056
RELY	45	2.3556	4600	0.5	1	0.55556	1.6056
FASTI	27	2.3704	4600	0.94737	1	0.88889	1.6056
HASP	22	2.2273	4600	0.83333	1	0.75	1.6056
LINGA	24	2.125	4600	0.83333	1	0.85	1.6056
BREIS	25	2.12	4600	0.75	1	0.66667	1.6056
LIMN	42	2.6667	4600	0.25		0.25	1.6056
CURIE	24	3.25	4600	1		0.66667	1.6056
CRUSE	21	2.4286	4600		0.5	0.625	1.6056
CHEM	28	4.0357	4600	0.66667		0.66667	1.6056
OUTRE	31	2.871	4600	1	0.8125	0.875	1.6056
PACER	20	2.3	4600	0.90625	1	0.925	1.6056
ONION	27	2.7407	4600	0.4		0.4	1.6056
PETAR	55	2.5818	4600		0.5	0.57143	1.6056
CONIN	28	2.8929	4600	0.76923		0.85	1.6056
SPEAN	24	2.125	4400	0.83333	0.88889	0.83333	1.5358
GAIR	49	2	4400	0.96154	0.91667	0.86957	1.5358
SALINE	27	2	4400	0.95833	1	0.93333	1.5358
HOAST	22	2.0455	4400	0.66667	1	0.89474	1.5358
SAILER	24	2	4400	0.92308	0.875	0.94118	1.5358
STELE	33	2.2121	4400	1	1	0.94872	1.5358
MENG	24	2.7917	4400	0.25	1	0.8	1.5358
AMNIO	23	2.6522	4400		0.33333	0.33333	1.5358
NURSE	51	2.5294	4400	0.75	1	0.86207	1.5358
DUCT	25	4.04	4400	0.4		0.7	1.5358
DATA	33	2.3939	4400		0.33333	0.33333	1.5358
RIBA	36	3	4400			0.33333	1.5358
GAITER	20	2.1	4400	1	0.5	0.81818	1.5358
RESORT	25	2.28	4400	0.71429	1	0.81818	1.5358
CEIL	45	2.5778	4400	0.8	0.66667	0.8	1.5358
CADI	63	2.6667	4400	0.93333	1	0.8	1.5358
TICAL	39	2.8718	4400	0.625		0.625	1.5358
REGO	60	2.3	4400	0.8125	0.83333	0.8	1.5358
SIGNET	20	2.25	4400	1	0.66667	0.75	1.5358
INSERT	44	2.5455	4400	0.33333	1	0.6	1.5358
GILT	35	2.3714	4400	0.66667		0.54545	1.5358
BEAL	31	2.0645	4400	0.85294	0.66667	0.93478	1.5358
TSAR	126	2.1508	4400	1		0.76923	1.5358
HERY	29	3.069	4400		0.33333	0.33333	1.5358
HEARSE	21	2.2857	4400	0.9	1	0.92593	1.5358
ERST	160	2.5312	4400	0.55556	0.42857	0.5	1.5358
AGONE	21	2.1429	4400	0.6	1	0.77778	1.5358
HERMA	30	2.6	4400			0.6	1.5358
SPINA	39	3.1282	4200		1	0.78571	1.466
SHITE	51	2.1373	4200	0.92	0.88889	0.94118	1.466
STEDE	37	2.0811	4200	0.5	0.71429	0.72727	1.466
VALET	21	2.8095	4200		1	0.7	1.466
HURT	47	2.3617	4200	0.90476	1	0.91176	1.466
SLANE	38	2	4200	0.88462	1	0.9	1.466
SILEN	100	2.81	4200	1	0.92308	0.86364	1.466
VINT	23	2.3478	4200	0.69231	1	0.76471	1.466
DOUSE	24	2.625	4200	0.92308	1	0.91667	1.466
SIDLE	50	2.56	4200	0.8125	1	0.89655	1.466
SHOER	31	2	4200	0.7	1	0.90625	1.466
MAISE	27	2	4200	0.91667	1	0.875	1.466
LAIK	20	2.65	4200	0.8	0.5	0.7619	1.466
RESOW	31	2.2903	4200	0.71429	0.66667	0.7	1.466
ABRI	71	3.2394	4200	0.66667		0.61538	1.466
SMORE	39	2.1795	4200	0.875	0.8	0.88	1.466
HIRER	24	2	4200	0.8125	1	0.89286	1.466
YINS	29	2.4138	4200	0.5		0.44444	1.466
DARRE	30	2.1333	4200	0.90323	1	0.90909	1.466
PRIER	22	2.1818	4200	0.75		0.7	1.466
WHEN	22	2.4545	4200	0.6	0.5	0.57143	1.466
TABI	47	2.5319	4200	0.25	0.5	0.5	1.466
SNATH	51	2.5686	4200	0.72727	1	0.76923	1.466
GRONE	27	2.2222	4200	0.85714	0.75	0.86364	1.466
PIAL	27	2.7778	4200	0.4		0.44444	1.466
SOBA	28	2.6071	4000	0.5	0.33333	0.4	1.3962
INANE	54	2.8889	4000		1	0.8	1.3962
DRAY	22	2.2727	4000	0.66667	0.33333	0.5	1.3962
LACET	47	2.2553	4000	1	0.8125	0.875	1.3962
ELOIN	38	2.3158	4000			0.66667	1.3962
NABE	36	2.0556	4000	0.25		0.8	1.3962
WADI	30	2.3667	4000	1	0.5	0.7619	1.3962
MOREL	26	2.2308	4000	0.8	1	0.85714	1.3962
ARIL	120	2.3	4000	0.33333	1	0.7	1.3962
TUBE	20	3.2	4000	1	1	0.93333	1.3962
SICE	56	2	4000	0.92857	0.78571	0.90323	1.3962
ERRS	48	2	4000	0.73077	0.5	0.6875	1.3962
DILATE	32	2.6875	4000	0.90909	1	0.93333	1.3962
RECTO	28	2.8571	4000		0.4	0.57143	1.3962
PUNA	20	2.2	4000	0.25		0.5	1.3962
SOOP	22	2.1364	4000	0.95833		0.89655	1.3962
MAUT	23	2.4348	4000	1	0.66667	0.88889	1.3962
RATOO	34	2.8235	4000			0.5	1.3962
DEFI	34	4.0588	4000	0.85714	1	0.84211	1.3962
TITAN	31	2.3871	4000	1		0.75	1.3962
LIPES	22	2.2727	4000	0.75	0.66667	0.76923	1.3962
TREST	42	2.1429	4000			0.33333	1.3962
LUGE	21	2.8571	4000	0.83333	0.625	0.85185	1.3962
INTONE	21	3.0476	4000	0.77778	1	0.875	1.3962
NITHER	21	2.1905	4000	0.75		0.71429	1.3962
